都道府県,性別,年齢区分,下限値,上限値,人数
秋田県,男性,55～59歳,0.0,85.0,8064
山形県,男性,55～59歳,90.0,inf,6618
山形県,男性,55～59歳,85.0,90.0,4423
山形県,男性,55～59歳,0.0,85.0,11380
福島県,男性,55～59歳,90.0,inf,11507
福島県,男性,55～59歳,85.0,90.0,7233
福島県,男性,55～59歳,0.0,85.0,16200
茨城県,男性,55～59歳,90.0,inf,18042
茨城県,男性,55～59歳,85.0,90.0,11053
茨城県,男性,55～59歳,0.0,85.0,24551
栃木県,男性,55～59歳,90.0,inf,12390
栃木県,男性,55～59歳,85.0,90.0,7700
栃木県,男性,55～59歳,0.0,85.0,17361
群馬県,男性,55～59歳,90.0,inf,11684
群馬県,男性,55～59歳,85.0,90.0,7444
群馬県,男性,55～59歳,0.0,85.0,17628
埼玉県,男性,55～59歳,90.0,inf,45781
埼玉県,男性,55～59歳,85.0,90.0,28248
埼玉県,男性,55～59歳,0.0,85.0,64249
千葉県,男性,55～59歳,90.0,inf,39304
千葉県,男性,55～59歳,85.0,90.0,23783
千葉県,男性,55～59歳,0.0,85.0,51876
東京都,男性,55～59歳,90.0,inf,92892
東京都,男性,55～59歳,85.0,90.0,59550
東京都,男性,55～59歳,0.0,85.0,136721
神奈川県,男性,55～59歳,90.0,inf,63058
神奈川県,男性,55～59歳,85.0,90.0,39677
神奈川県,男性,55～59歳,0.0,85.0,91486
新潟県,男性,55～59歳,90.0,inf,13003
新潟県,男性,55～59歳,85.0,90.0,8795
新潟県,男性,55～59歳,0.0,85.0,24142
富山県,男性,55～59歳,90.0,inf,6986
富山県,男性,55～59歳,85.0,90.0,4318
富山県,男性,55～59歳,0.0,85.0,10081
石川県,男性,55～59歳,90.0,inf,7010
石川県,男性,55～59歳,85.0,90.0,4499
石川県,男性,55～59歳,0.0,85.0,9975
福井県,男性,55～59歳,90.0,inf,4972
福井県,男性,55～59歳,85.0,90.0,3118
福井県,男性,55～59歳,0.0,85.0,6729
山梨県,男性,55～59歳,90.0,inf,5104
山梨県,男性,55～59歳,85.0,90.0,3552
山梨県,男性,55～59歳,0.0,85.0,8655
長野県,男性,55～59歳,90.0,inf,12404
長野県,男性,55～59歳,85.0,90.0,8539
長野県,男性,55～59歳,0.0,85.0,21043
岐阜県,男性,55～59歳,90.0,inf,11123
岐阜県,男性,55～59歳,85.0,90.0,7618
岐阜県,男性,55～59歳,0.0,85.0,20199
静岡県,男性,55～59歳,90.0,inf,22664
静岡県,男性,55～59歳,85.0,90.0,15077
静岡県,男性,55～59歳,0.0,85.0,37361
愛知県,男性,55～59歳,90.0,inf,48613
愛知県,男性,55～59歳,85.0,90.0,31462
愛知県,男性,55～59歳,0.0,85.0,75884
三重県,男性,55～59歳,90.0,inf,11409
三重県,男性,55～59歳,85.0,90.0,7257
三重県,男性,55～59歳,0.0,85.0,17427
滋賀県,男性,55～59歳,90.0,inf,8517
滋賀県,男性,55～59歳,85.0,90.0,5427
滋賀県,男性,55～59歳,0.0,85.0,12519
京都府,男性,55～59歳,90.0,inf,13556
京都府,男性,55～59歳,85.0,90.0,8904
京都府,男性,55～59歳,0.0,85.0,20988
大阪府,男性,55～59歳,90.0,inf,50713
大阪府,男性,55～59歳,85.0,90.0,31171
大阪府,男性,55～59歳,0.0,85.0,66997
兵庫県,男性,55～59歳,90.0,inf,32599
兵庫県,男性,55～59歳,85.0,90.0,20811
兵庫県,男性,55～59歳,0.0,85.0,45095
奈良県,男性,55～59歳,90.0,inf,7743
奈良県,男性,55～59歳,85.0,90.0,4760
奈良県,男性,55～59歳,0.0,85.0,10050
和歌山県,男性,55～59歳,90.0,inf,5539
和歌山県,男性,55～59歳,85.0,90.0,3386
和歌山県,男性,55～59歳,0.0,85.0,6552
鳥取県,男性,55～59歳,90.0,inf,2853
鳥取県,男性,55～59歳,85.0,90.0,1955
鳥取県,男性,55～59歳,0.0,85.0,4535
島根県,男性,55～59歳,90.0,inf,3620
島根県,男性,55～59歳,85.0,90.0,2486
島根県,男性,55～59歳,0.0,85.0,5876
岡山県,男性,55～59歳,90.0,inf,10309
岡山県,男性,55～59歳,85.0,90.0,6532
岡山県,男性,55～59歳,0.0,85.0,15216
広島県,男性,55～59歳,90.0,inf,16211
広島県,男性,55～59歳,85.0,90.0,10651
広島県,男性,55～59歳,0.0,85.0,23528
山口県,男性,55～59歳,90.0,inf,6705
山口県,男性,55～59歳,85.0,90.0,4602
山口県,男性,55～59歳,0.0,85.0,10588
徳島県,男性,55～59歳,90.0,inf,4022
徳島県,男性,55～59歳,85.0,90.0,2451
徳島県,男性,55～59歳,0.0,85.0,5573
香川県,男性,55～59歳,90.0,inf,5430
香川県,男性,55～59歳,85.0,90.0,3365
香川県,男性,55～59歳,0.0,85.0,7827
愛媛県,男性,55～59歳,90.0,inf,7567
愛媛県,男性,55～59歳,85.0,90.0,4737
愛媛県,男性,55～59歳,0.0,85.0,11185
高知県,男性,55～59歳,90.0,inf,3829
高知県,男性,55～59歳,85.0,90.0,2252
高知県,男性,55～59歳,0.0,85.0,5184
福岡県,男性,55～59歳,90.0,inf,26439
福岡県,男性,55～59歳,85.0,90.0,17051
福岡県,男性,55～59歳,0.0,85.0,36818
佐賀県,男性,55～59歳,90.0,inf,4663
佐賀県,男性,55～59歳,85.0,90.0,2948
佐賀県,男性,55～59歳,0.0,85.0,6023
長崎県,男性,55～59歳,90.0,inf,7295
長崎県,男性,55～59歳,85.0,90.0,4656
長崎県,男性,55～59歳,0.0,85.0,9692
熊本県,男性,55～59歳,90.0,inf,10342
熊本県,男性,55～59歳,85.0,90.0,6349
熊本県,男性,55～59歳,0.0,85.0,13099
大分県,男性,55～59歳,90.0,inf,6306
大分県,男性,55～59歳,85.0,90.0,3994
大分県,男性,55～59歳,0.0,85.0,9497
宮崎県,男性,55～59歳,90.0,inf,5523
宮崎県,男性,55～59歳,85.0,90.0,3800
宮崎県,男性,55～59歳,0.0,85.0,8081
鹿児島県,男性,55～59歳,90.0,inf,8897
鹿児島県,男性,55～59歳,85.0,90.0,5558
鹿児島県,男性,55～59歳,0.0,85.0,11964
沖縄県,男性,55～59歳,90.0,inf,8792
沖縄県,男性,55～59歳,85.0,90.0,4621
