地域,性別,年齢層,検査値範囲,人数
北海道,男,40～44歳,2.5以上,-
北海道,男,40～44歳,2.0以上2.5未満,-
北海道,男,40～44歳,1.5以上2.0未満,-
北海道,男,40～44歳,1.0以上1.5未満,1418
北海道,男,40～44歳,1.0未満,8091
青森県,男,40～44歳,2.5以上,-
青森県,男,40～44歳,2.0以上2.5未満,-
青森県,男,40～44歳,1.5以上2.0未満,-
青森県,男,40～44歳,1.0以上1.5未満,362
青森県,男,40～44歳,1.0未満,2002
岩手県,男,40～44歳,2.5以上,-
岩手県,男,40～44歳,2.0以上2.5未満,-
岩手県,男,40～44歳,1.5以上2.0未満,-
岩手県,男,40～44歳,1.0以上1.5未満,415
岩手県,男,40～44歳,1.0未満,2085
宮城県,男,40～44歳,2.5以上,-
宮城県,男,40～44歳,2.0以上2.5未満,-
宮城県,男,40～44歳,1.5以上2.0未満,-
宮城県,男,40～44歳,1.0以上1.5未満,606
宮城県,男,40～44歳,1.0未満,4366
秋田県,男,40～44歳,2.5以上,-
秋田県,男,40～44歳,2.0以上2.5未満,-
秋田県,男,40～44歳,1.5以上2.0未満,-
秋田県,男,40～44歳,1.0以上1.5未満,238
秋田県,男,40～44歳,1.0未満,1356
山形県,男,40～44歳,2.5以上,-
山形県,男,40～44歳,2.0以上2.5未満,-
山形県,男,40～44歳,1.5以上2.0未満,-
山形県,男,40～44歳,1.0以上1.5未満,217
山形県,男,40～44歳,1.0未満,1494
福島県,男,40～44歳,2.5以上,-
福島県,男,40～44歳,2.0以上2.5未満,-
福島県,男,40～44歳,1.5以上2.0未満,-
福島県,男,40～44歳,1.0以上1.5未満,338
福島県,男,40～44歳,1.0未満,2587
茨城県,男,40～44歳,2.5以上,-
茨城県,男,40～44歳,2.0以上2.5未満,-
茨城県,男,40～44歳,1.5以上2.0未満,-
茨城県,男,40～44歳,1.0以上1.5未満,934
茨城県,男,40～44歳,1.0未満,5682
栃木県,男,40～44歳,2.5以上,-
栃木県,男,40～44歳,2.0以上2.5未満,-
栃木県,男,40～44歳,1.5以上2.0未満,-
栃木県,男,40～44歳,1.0以上1.5未満,436
栃木県,男,40～44歳,1.0未満,3258
群馬県,男,40～44歳,2.5以上,-
群馬県,男,40～44歳,2.0以上2.5未満,-
群馬県,男,40～44歳,1.5以上2.0未満,-
群馬県,男,40～44歳,1.0以上1.5未満,502
群馬県,男,40～44歳,1.0未満,2081
埼玉県,男,40～44歳,2.5以上,-
埼玉県,男,40～44歳,2.0以上2.5未満,-
埼玉県,男,40～44歳,1.5以上2.0未満,10
埼玉県,男,40～44歳,1.0以上1.5未満,1574
埼玉県,男,40～44歳,1.0未満,10999
千葉県,男,40～44歳,2.5以上,-
千葉県,男,40～44歳,2.0以上2.5未満,-
千葉県,男,40～44歳,1.5以上2.0未満,-
千葉県,男,40～44歳,1.0以上1.5未満,1486
千葉県,男,40～44歳,1.0未満,10457
東京都,男,40～44歳,2.5以上,25
東京都,男,40～44歳,2.0以上2.5未満,-
東京都,男,40～44歳,1.5以上2.0未満,33
東京都,男,40～44歳,1.0以上1.5未満,4674
東京都,男,40～44歳,1.0未満,32684
神奈川県,男,40～44歳,2.5以上,17
神奈川県,男,40～44歳,2.0以上2.5未満,-
神奈川県,男,40～44歳,1.5以上2.0未満,19
神奈川県,男,40～44歳,1.0以上1.5未満,3162
神奈川県,男,40～44歳,1.0未満,18366
新潟県,男,40～44歳,2.5以上,-
新潟県,男,40～44歳,2.0以上2.5未満,-
新潟県,男,40～44歳,1.5以上2.0未満,-
新潟県,男,40～44歳,1.0以上1.5未満,200
新潟県,男,40～44歳,1.0未満,1867
富山県,男,40～44歳,2.5以上,-
富山県,男,40～44歳,2.0以上2.5未満,-
富山県,男,40～44歳,1.5以上2.0未満,-
富山県,男,40～44歳,1.0以上1.5未満,293
富山県,男,40～44歳,1.0未満,1468
石川県,男,40～44歳,2.5以上,-
石川県,男,40～44歳,2.0以上2.5未満,-
石川県,男,40～44歳,1.5以上2.0未満,-
石川県,男,40～44歳,1.0以上1.5未満,487
石川県,男,40～44歳,1.0未満,2066
福井県,男,40～44歳,2.5以上,-
福井県,男,40～44歳,2.0以上2.5未満,-
福井県,男,40～44歳,1.5以上2.0未満,-
福井県,男,40～44歳,1.0以上1.5未満,140
福井県,男,40～44歳,1.0未満,781
山梨県,男,40～44歳,2.5以上,-
山梨県,男,40～44歳,2.0以上2.5未満,-
山梨県,男,40～44歳,1.5以上2.0未満,-
山梨県,男,40～44歳,1.0以上1.5未満,105
山梨県,男,40～44歳,1.0未満,628
長野県,男,40～44歳,2.5以上,-
長野県,男,40～44歳,2.0以上2.5未満,-
長野県,男,40～44歳,1.5以上2.0未満,-
長野県,男,40～44歳,1.0以上1.5未満,868
長野県,男,40～44歳,1.0未満,4223
岐阜県,男,40～44歳,2.5以上,-
岐阜県,男,40～44歳,2.0以上2.5未満,-
岐阜県,男,40～44歳,1.5以上2.0未満,-
岐阜県,男,40～44歳,1.0以上1.5未満,385
岐阜県,男,40～44歳,1.0未満,2139
静岡県,男,40～44歳,2.5以上,-
静岡県,男,40～44歳,2.0以上2.5未満,-
静岡県,男,40～44歳,1.5以上2.0未満,-
静岡県,男,40～44歳,1.0以上1.5未満,964
静岡県,男,40～44歳,1.0未満,5351
愛知県,男,40～44歳,2.5以上,18
愛知県,男,40～44歳,2.0以上2.5未満,-
愛知県,男,40～44歳,1.5以上2.0未満,24
愛知県,男,40～44歳,1.0以上1.5未満,3724
愛知県,男,40～44歳,1.0未満,25519
三重県,男,40～44歳,2.5以上,-
三重県,男,40～44歳,2.0以上2.5未満,-
三重県,男,40～44歳,1.5以上2.0未満,-
三重県,男,40～44歳,1.0以上1.5未満,508
三重県,男,40～44歳,1.0未満,3551
滋賀県,男,40～44歳,2.5以上,-
滋賀県,男,40～44歳,2.0以上2.5未満,-
滋賀県,男,40～44歳,1.5以上2.0未満,-
滋賀県,男,40～44歳,1.0以上1.5未満,461
滋賀県,男,40～44歳,1.0未満,4462
京都府,男,40～44歳,2.5以上,-
京都府,男,40～44歳,2.0以上2.5未満,-
京都府,男,40～44歳,1.5以上2.0未満,-
京都府,男,40～44歳,1.0以上1.5未満,497
京都府,男,40～44歳,1.0未満,3780
大阪府,男,40～44歳,2.5以上,-
大阪府,男,40～44歳,2.0以上2.5未満,-
大阪府,男,40～44歳,1.5以上2.0未満,12
大阪府,男,40～44歳,1.0以上1.5未満,2251
大阪府,男,40～44歳,1.0未満,17023
兵庫県,男,40～44歳,2.5以上,-
兵庫県,男,40～44歳,2.0以上2.5未満,-
兵庫県,男,40～44歳,1.5以上2.0未満,-
兵庫県,男,40～44歳,1.0以上1.5未満,1274
兵庫県,男,40～44歳,1.0未満,9766
奈良県,男,40～44歳,2.5以上,-
奈良県,男,40～44歳,2.0以上2.5未満,-
奈良県,男,40～44歳,1.5以上2.0未満,-
奈良県,男,40～44歳,1.0以上1.5未満,326
奈良県,男,40～44歳,1.0未満,2035
和歌山県,男,40～44歳,2.5以上,-
和歌山県,男,40～44歳,2.0以上2.5未満,-
和歌山県,男,40～44歳,1.5以上2.0未満,-
和歌山県,男,40～44歳,1.0以上1.5未満,282
和歌山県,男,40～44歳,1.0未満,1006
鳥取県,男,40～44歳,2.5以上,-
鳥取県,男,40～44歳,2.0以上2.5未満,-
鳥取県,男,40～44歳,1.5以上2.0未満,-
鳥取県,男,40～44歳,1.0以上1.5未満,42
鳥取県,男,40～44歳,1.0未満,340
島根県,男,40～44歳,2.5以上,-
島根県,男,40～44歳,2.0以上2.5未満,-
島根県,男,40～44歳,1.5以上2.0未満,-
島根県,男,40～44歳,1.0以上1.5未満,131
島根県,男,40～44歳,1.0未満,689
岡山県,男,40～44歳,2.5以上,-
岡山県,男,40～44歳,2.0以上2.5未満,-
岡山県,男,40～44歳,1.5以上2.0未満,-
岡山県,男,40～44歳,1.0以上1.5未満,392
岡山県,男,40～44歳,1.0未満,2232
広島県,男,40～44歳,2.5以上,-
広島県,男,40～44歳,2.0以上2.5未満,-
広島県,男,40～44歳,1.5以上2.0未満,-
広島県,男,40～44歳,1.0以上1.5未満,492
広島県,男,40～44歳,1.0未満,3002
山口県,男,40～44歳,2.5以上,-
山口県,男,40～44歳,2.0以上2.5未満,-
山口県,男,40～44歳,1.5以上2.0未満,-
山口県,男,40～44歳,1.0以上1.5未満,399
山口県,男,40～44歳,1.0未満,2323
徳島県,男,40～44歳,2.5以上,-
徳島県,男,40～44歳,2.0以上2.5未満,-
徳島県,男,40～44歳,1.5以上2.0未満,-
徳島県,男,40～44歳,1.0以上1.5未満,129
徳島県,男,40～44歳,1.0未満,915
香川県,男,40～44歳,2.5以上,-
香川県,男,40～44歳,2.0以上2.5未満,-
香川県,男,40～44歳,1.5以上2.0未満,-
香川県,男,40～44歳,1.0以上1.5未満,243
香川県,男,40～44歳,1.0未満,1489
愛媛県,男,40～44歳,2.5以上,-
愛媛県,男,40～44歳,2.0以上2.5未満,-
愛媛県,男,40～44歳,1.5以上2.0未満,-
愛媛県,男,40～44歳,1.0以上1.5未満,409
愛媛県,男,40～44歳,1.0未満,2368
高知県,男,40～44歳,2.5以上,-
高知県,男,40～44歳,2.0以上2.5未満,-
高知県,男,40～44歳,1.5以上2.0未満,-
高知県,男,40～44歳,1.0以上1.5未満,214
高知県,男,40～44歳,1.0未満,886
福岡県,男,40～44歳,2.5以上,11
福岡県,男,40～44歳,2.0以上2.5未満,-
福岡県,男,40～44歳,1.5以上2.0未満,-
福岡県,男,40～44歳,1.0以上1.5未満,1299
福岡県,男,40～44歳,1.0未満,9742
佐賀県,男,40～44歳,2.5以上,-
佐賀県,男,40～44歳,2.0以上2.5未満,-
佐賀県,男,40～44歳,1.5以上2.0未満,-
佐賀県,男,40～44歳,1.0以上1.5未満,186
佐賀県,男,40～44歳,1.0未満,1283
長崎県,男,40～44歳,2.5以上,-
長崎県,男,40～44歳,2.0以上2.5未満,-
長崎県,男,40～44歳,1.5以上2.0未満,-
長崎県,男,40～44歳,1.0以上1.5未満,214
長崎県,男,40～44歳,1.0未満,1409
熊本県,男,40～44歳,2.5以上,-
熊本県,男,40～44歳,2.0以上2.5未満,-
熊本県,男,40～44歳,1.5以上2.0未満,-
熊本県,男,40～44歳,1.0以上1.5未満,354
熊本県,男,40～44歳,1.0未満,1939
大分県,男,40～44歳,2.5以上,-
大分県,男,40～44歳,2.0以上2.5未満,-
大分県,男,40～44歳,1.5以上2.0未満,-
大分県,男,40～44歳,1.0以上1.5未満,470
大分県,男,40～44歳,1.0未満,2227
宮崎県,男,40～44歳,2.5以上,-
宮崎県,男,40～44歳,2.0以上2.5未満,-
宮崎県,男,40～44歳,1.5以上2.0未満,-
宮崎県,男,40～44歳,1.0以上1.5未満,226
宮崎県,男,40～44歳,1.0未満,1797
鹿児島県,男,40～44歳,2.5以上,-
鹿児島県,男,40～44歳,2.0以上2.5未満,-
鹿児島県,男,40～44歳,1.5以上2.0未満,-
鹿児島県,男,40～44歳,1.0以上1.5未満,372
鹿児島県,男,40～44歳,1.0未満,2186
沖縄県,男,40～44歳,2.5以上,-
沖縄県,男,40～44歳,2.0以上2.5未満,-
沖縄県,男,40～44歳,1.5以上2.0未満,-
沖縄県,男,40～44歳,1.0以上1.5未満,540
沖縄県,男,40～44歳,1.0未満,2054
北海道,男,45～49歳,2.5以上,11
北海道,男,45～49歳,2.0以上2.5未満,-
北海道,男,45～49歳,1.5以上2.0未満,16
北海道,男,45～49歳,1.0以上1.5未満,2040
北海道,男,45～49歳,1.0未満,9981
青森県,男,45～49歳,2.5以上,-
青森県,男,45～49歳,2.0以上2.5未満,-
青森県,男,45～49歳,1.5以上2.0未満,-
青森県,男,45～49歳,1.0以上1.5未満,509
青森県,男,45～49歳,1.0未満,2330
岩手県,男,45～49歳,2.5以上,-
岩手県,男,45～49歳,2.0以上2.5未満,-
岩手県,男,45～49歳,1.5以上2.0未満,-
岩手県,男,45～49歳,1.0以上1.5未満,583
岩手県,男,45～49歳,1.0未満,2737
宮城県,男,45～49歳,2.5以上,-
宮城県,男,45～49歳,2.0以上2.5未満,-
宮城県,男,45～49歳,1.5以上2.0未満,-
宮城県,男,45～49歳,1.0以上1.5未満,967
宮城県,男,45～49歳,1.0未満,5431
秋田県,男,45～49歳,2.5以上,-
秋田県,男,45～49歳,2.0以上2.5未満,-
秋田県,男,45～49歳,1.5以上2.0未満,-
秋田県,男,45～49歳,1.0以上1.5未満,336
秋田県,男,45～49歳,1.0未満,1488
山形県,男,45～49歳,2.5以上,-
山形県,男,45～49歳,2.0以上2.5未満,-
山形県,男,45～49歳,1.5以上2.0未満,-
山形県,男,45～49歳,1.0以上1.5未満,350
山形県,男,45～49歳,1.0未満,2019
福島県,男,45～49歳,2.5以上,-
福島県,男,45～49歳,2.0以上2.5未満,-
福島県,男,45～49歳,1.5以上2.0未満,-
福島県,男,45～49歳,1.0以上1.5未満,484
福島県,男,45～49歳,1.0未満,2793
茨城県,男,45～49歳,2.5以上,10
茨城県,男,45～49歳,2.0以上2.5未満,-
茨城県,男,45～49歳,1.5以上2.0未満,15
茨城県,男,45～49歳,1.0以上1.5未満,1360
茨城県,男,45～49歳,1.0未満,7157
栃木県,男,45～49歳,2.5以上,11
栃木県,男,45～49歳,2.0以上2.5未満,-
栃木県,男,45～49歳,1.5以上2.0未満,-
栃木県,男,45～49歳,1.0以上1.5未満,582
栃木県,男,45～49歳,1.0未満,3838
群馬県,男,45～49歳,2.5以上,-
群馬県,男,45～49歳,2.0以上2.5未満,-
群馬県,男,45～49歳,1.5以上2.0未満,-
群馬県,男,45～49歳,1.0以上1.5未満,659
群馬県,男,45～49歳,1.0未満,2605
埼玉県,男,45～49歳,2.5以上,30
埼玉県,男,45～49歳,2.0以上2.5未満,-
埼玉県,男,45～49歳,1.5以上2.0未満,12
埼玉県,男,45～49歳,1.0以上1.5未満,2314
埼玉県,男,45～49歳,1.0未満,13450
千葉県,男,45～49歳,2.5以上,17
千葉県,男,45～49歳,2.0以上2.5未満,-
千葉県,男,45～49歳,1.5以上2.0未満,-
千葉県,男,45～49歳,1.0以上1.5未満,2284
千葉県,男,45～49歳,1.0未満,12839
東京都,男,45～49歳,2.5以上,57
東京都,男,45～49歳,2.0以上2.5未満,13
東京都,男,45～49歳,1.5以上2.0未満,56
東京都,男,45～49歳,1.0以上1.5未満,6310
東京都,男,45～49歳,1.0未満,37593
神奈川県,男,45～49歳,2.5以上,35
神奈川県,男,45～49歳,2.0以上2.5未満,-
神奈川県,男,45～49歳,1.5以上2.0未満,29
神奈川県,男,45～49歳,1.0以上1.5未満,4461
神奈川県,男,45～49歳,1.0未満,22387
新潟県,男,45～49歳,2.5以上,-
新潟県,男,45～49歳,2.0以上2.5未満,-
新潟県,男,45～49歳,1.5以上2.0未満,-
新潟県,男,45～49歳,1.0以上1.5未満,406
新潟県,男,45～49歳,1.0未満,2435
富山県,男,45～49歳,2.5以上,-
富山県,男,45～49歳,2.0以上2.5未満,-
富山県,男,45～49歳,1.5以上2.0未満,-
富山県,男,45～49歳,1.0以上1.5未満,419
富山県,男,45～49歳,1.0未満,1634
石川県,男,45～49歳,2.5以上,-
石川県,男,45～49歳,2.0以上2.5未満,-
石川県,男,45～49歳,1.5以上2.0未満,-
石川県,男,45～49歳,1.0以上1.5未満,661
石川県,男,45～49歳,1.0未満,2583
福井県,男,45～49歳,2.5以上,-
福井県,男,45～49歳,2.0以上2.5未満,-
福井県,男,45～49歳,1.5以上2.0未満,-
福井県,男,45～49歳,1.0以上1.5未満,208
福井県,男,45～49歳,1.0未満,939
山梨県,男,45～49歳,2.5以上,-
山梨県,男,45～49歳,2.0以上2.5未満,-
山梨県,男,45～49歳,1.5以上2.0未満,-
山梨県,男,45～49歳,1.0以上1.5未満,181
山梨県,男,45～49歳,1.0未満,854
長野県,男,45～49歳,2.5以上,-
長野県,男,45～49歳,2.0以上2.5未満,-
長野県,男,45～49歳,1.5以上2.0未満,-
長野県,男,45～49歳,1.0以上1.5未満,1178
長野県,男,45～49歳,1.0未満,5266
岐阜県,男,45～49歳,2.5以上,-
岐阜県,男,45～49歳,2.0以上2.5未満,-
岐阜県,男,45～49歳,1.5以上2.0未満,-
岐阜県,男,45～49歳,1.0以上1.5未満,556
岐阜県,男,45～49歳,1.0未満,2497
静岡県,男,45～49歳,2.5以上,11
静岡県,男,45～49歳,2.0以上2.5未満,-
静岡県,男,45～49歳,1.5以上2.0未満,10
静岡県,男,45～49歳,1.0以上1.5未満,1267
静岡県,男,45～49歳,1.0未満,6129
愛知県,男,45～49歳,2.5以上,42
愛知県,男,45～49歳,2.0以上2.5未満,15
愛知県,男,45～49歳,1.5以上2.0未満,43
愛知県,男,45～49歳,1.0以上1.5未満,5025
愛知県,男,45～49歳,1.0未満,27105
三重県,男,45～49歳,2.5以上,-
三重県,男,45～49歳,2.0以上2.5未満,-
三重県,男,45～49歳,1.5以上2.0未満,-
三重県,男,45～49歳,1.0以上1.5未満,744
三重県,男,45～49歳,1.0未満,4251
滋賀県,男,45～49歳,2.5以上,-
滋賀県,男,45～49歳,2.0以上2.5未満,-
滋賀県,男,45～49歳,1.5以上2.0未満,-
滋賀県,男,45～49歳,1.0以上1.5未満,703
滋賀県,男,45～49歳,1.0未満,5200
京都府,男,45～49歳,2.5以上,-
京都府,男,45～49歳,2.0以上2.5未満,-
京都府,男,45～49歳,1.5以上2.0未満,-
京都府,男,45～49歳,1.0以上1.5未満,733
京都府,男,45～49歳,1.0未満,4645
大阪府,男,45～49歳,2.5以上,31
大阪府,男,45～49歳,2.0以上2.5未満,-
大阪府,男,45～49歳,1.5以上2.0未満,28
大阪府,男,45～49歳,1.0以上1.5未満,3421
大阪府,男,45～49歳,1.0未満,21031
兵庫県,男,45～49歳,2.5以上,17
兵庫県,男,45～49歳,2.0以上2.5未満,-
兵庫県,男,45～49歳,1.5以上2.0未満,-
兵庫県,男,45～49歳,1.0以上1.5未満,1907
兵庫県,男,45～49歳,1.0未満,11734
奈良県,男,45～49歳,2.5以上,-
奈良県,男,45～49歳,2.0以上2.5未満,-
奈良県,男,45～49歳,1.5以上2.0未満,-
奈良県,男,45～49歳,1.0以上1.5未満,406
奈良県,男,45～49歳,1.0未満,2500
和歌山県,男,45～49歳,2.5以上,-
和歌山県,男,45～49歳,2.0以上2.5未満,-
和歌山県,男,45～49歳,1.5以上2.0未満,-
和歌山県,男,45～49歳,1.0以上1.5未満,375
和歌山県,男,45～49歳,1.0未満,1277
鳥取県,男,45～49歳,2.5以上,-
鳥取県,男,45～49歳,2.0以上2.5未満,-
鳥取県,男,45～49歳,1.5以上2.0未満,-
鳥取県,男,45～49歳,1.0以上1.5未満,87
鳥取県,男,45～49歳,1.0未満,436
島根県,男,45～49歳,2.5以上,-
島根県,男,45～49歳,2.0以上2.5未満,-
島根県,男,45～49歳,1.5以上2.0未満,-
島根県,男,45～49歳,1.0以上1.5未満,189
島根県,男,45～49歳,1.0未満,858
岡山県,男,45～49歳,2.5以上,-
岡山県,男,45～49歳,2.0以上2.5未満,-
岡山県,男,45～49歳,1.5以上2.0未満,-
岡山県,男,45～49歳,1.0以上1.5未満,667
岡山県,男,45～49歳,1.0未満,3158
広島県,男,45～49歳,2.5以上,-
広島県,男,45～49歳,2.0以上2.5未満,-
広島県,男,45～49歳,1.5以上2.0未満,-
広島県,男,45～49歳,1.0以上1.5未満,800
広島県,男,45～49歳,1.0未満,3872
山口県,男,45～49歳,2.5以上,-
山口県,男,45～49歳,2.0以上2.5未満,-
山口県,男,45～49歳,1.5以上2.0未満,-
山口県,男,45～49歳,1.0以上1.5未満,675
山口県,男,45～49歳,1.0未満,3038
徳島県,男,45～49歳,2.5以上,-
徳島県,男,45～49歳,2.0以上2.5未満,-
徳島県,男,45～49歳,1.5以上2.0未満,-
徳島県,男,45～49歳,1.0以上1.5未満,202
徳島県,男,45～49歳,1.0未満,1090
香川県,男,45～49歳,2.5以上,-
香川県,男,45～49歳,2.0以上2.5未満,-
香川県,男,45～49歳,1.5以上2.0未満,-
香川県,男,45～49歳,1.0以上1.5未満,330
香川県,男,45～49歳,1.0未満,1841
愛媛県,男,45～49歳,2.5以上,-
愛媛県,男,45～49歳,2.0以上2.5未満,-
愛媛県,男,45～49歳,1.5以上2.0未満,-
愛媛県,男,45～49歳,1.0以上1.5未満,702
愛媛県,男,45～49歳,1.0未満,3111
高知県,男,45～49歳,2.5以上,-
高知県,男,45～49歳,2.0以上2.5未満,-
高知県,男,45～49歳,1.5以上2.0未満,-
高知県,男,45～49歳,1.0以上1.5未満,325
高知県,男,45～49歳,1.0未満,1199
福岡県,男,45～49歳,2.5以上,20
福岡県,男,45～49歳,2.0以上2.5未満,-
福岡県,男,45～49歳,1.5以上2.0未満,17
福岡県,男,45～49歳,1.0以上1.5未満,1978
福岡県,男,45～49歳,1.0未満,11629
佐賀県,男,45～49歳,2.5以上,-
佐賀県,男,45～49歳,2.0以上2.5未満,-
佐賀県,男,45～49歳,1.5以上2.0未満,-
佐賀県,男,45～49歳,1.0以上1.5未満,329
佐賀県,男,45～49歳,1.0未満,1810
長崎県,男,45～49歳,2.5以上,-
長崎県,男,45～49歳,2.0以上2.5未満,-
長崎県,男,45～49歳,1.5以上2.0未満,-
長崎県,男,45～49歳,1.0以上1.5未満,350
長崎県,男,45～49歳,1.0未満,1821
熊本県,男,45～49歳,2.5以上,-
熊本県,男,45～49歳,2.0以上2.5未満,-
熊本県,男,45～49歳,1.5以上2.0未満,-
熊本県,男,45～49歳,1.0以上1.5未満,553
熊本県,男,45～49歳,1.0未満,2612
大分県,男,45～49歳,2.5以上,-
大分県,男,45～49歳,2.0以上2.5未満,-
大分県,男,45～49歳,1.5以上2.0未満,-
大分県,男,45～49歳,1.0以上1.5未満,620
大分県,男,45～49歳,1.0未満,2354
宮崎県,男,45～49歳,2.5以上,-
宮崎県,男,45～49歳,2.0以上2.5未満,-
宮崎県,男,45～49歳,1.5以上2.0未満,-
宮崎県,男,45～49歳,1.0以上1.5未満,349
宮崎県,男,45～49歳,1.0未満,2233
鹿児島県,男,45～49歳,2.5以上,-
鹿児島県,男,45～49歳,2.0以上2.5未満,-
鹿児島県,男,45～49歳,1.5以上2.0未満,-
鹿児島県,男,45～49歳,1.0以上1.5未満,515
鹿児島県,男,45～49歳,1.0未満,2648
沖縄県,男,45～49歳,2.5以上,-
沖縄県,男,45～49歳,2.0以上2.5未満,-
沖縄県,男,45～49歳,1.5以上2.0未満,-
沖縄県,男,45～49歳,1.0以上1.5未満,637
沖縄県,男,45～49歳,1.0未満,2337
北海道,男,50～54歳,2.5以上,17
北海道,男,50～54歳,2.0以上2.5未満,-
北海道,男,50～54歳,1.5以上2.0未満,25
北海道,男,50～54歳,1.0以上1.5未満,1943
北海道,男,50～54歳,1.0未満,8744
青森県,男,50～54歳,2.5以上,-
青森県,男,50～54歳,2.0以上2.5未満,-
青森県,男,50～54歳,1.5以上2.0未満,13
青森県,男,50～54歳,1.0以上1.5未満,485
青森県,男,50～54歳,1.0未満,2269
岩手県,男,50～54歳,2.5以上,-
岩手県,男,50～54歳,2.0以上2.5未満,-
岩手県,男,50～54歳,1.5以上2.0未満,-
岩手県,男,50～54歳,1.0以上1.5未満,568
岩手県,男,50～54歳,1.0未満,2280
宮城県,男,50～54歳,2.5以上,14
宮城県,男,50～54歳,2.0以上2.5未満,-
宮城県,男,50～54歳,1.5以上2.0未満,-
宮城県,男,50～54歳,1.0以上1.5未満,946
宮城県,男,50～54歳,1.0未満,5164
秋田県,男,50～54歳,2.5以上,-
秋田県,男,50～54歳,2.0以上2.5未満,-
秋田県,男,50～54歳,1.5以上2.0未満,-
秋田県,男,50～54歳,1.0以上1.5未満,307
秋田県,男,50～54歳,1.0未満,1217
山形県,男,50～54歳,2.5以上,-
山形県,男,50～54歳,2.0以上2.5未満,-
山形県,男,50～54歳,1.5以上2.0未満,-
山形県,男,50～54歳,1.0以上1.5未満,352
山形県,男,50～54歳,1.0未満,1769
福島県,男,50～54歳,2.5以上,-
福島県,男,50～54歳,2.0以上2.5未満,-
福島県,男,50～54歳,1.5以上2.0未満,-
福島県,男,50～54歳,1.0以上1.5未満,488
福島県,男,50～54歳,1.0未満,2547
茨城県,男,50～54歳,2.5以上,19
茨城県,男,50～54歳,2.0以上2.5未満,-
茨城県,男,50～54歳,1.5以上2.0未満,23
茨城県,男,50～54歳,1.0以上1.5未満,1516
茨城県,男,50～54歳,1.0未満,6759
栃木県,男,50～54歳,2.5以上,14
栃木県,男,50～54歳,2.0以上2.5未満,-
栃木県,男,50～54歳,1.5以上2.0未満,-
栃木県,男,50～54歳,1.0以上1.5未満,704
栃木県,男,50～54歳,1.0未満,3825
群馬県,男,50～54歳,2.5以上,10
群馬県,男,50～54歳,2.0以上2.5未満,-
群馬県,男,50～54歳,1.5以上2.0未満,10
群馬県,男,50～54歳,1.0以上1.5未満,748
群馬県,男,50～54歳,1.0未満,2598
埼玉県,男,50～54歳,2.5以上,46
埼玉県,男,50～54歳,2.0以上2.5未満,-
埼玉県,男,50～54歳,1.5以上2.0未満,36
埼玉県,男,50～54歳,1.0以上1.5未満,2833
埼玉県,男,50～54歳,1.0未満,13954
千葉県,男,50～54歳,2.5以上,32
千葉県,男,50～54歳,2.0以上2.5未満,13
千葉県,男,50～54歳,1.5以上2.0未満,31
千葉県,男,50～54歳,1.0以上1.5未満,2807
千葉県,男,50～54歳,1.0未満,13425
東京都,男,50～54歳,2.5以上,110
東京都,男,50～54歳,2.0以上2.5未満,18
東京都,男,50～54歳,1.5以上2.0未満,111
東京都,男,50～54歳,1.0以上1.5未満,8119
東京都,男,50～54歳,1.0未満,40540
神奈川県,男,50～54歳,2.5以上,38
神奈川県,男,50～54歳,2.0以上2.5未満,-
神奈川県,男,50～54歳,1.5以上2.0未満,42
神奈川県,男,50～54歳,1.0以上1.5未満,5620
神奈川県,男,50～54歳,1.0未満,25059
新潟県,男,50～54歳,2.5以上,-
新潟県,男,50～54歳,2.0以上2.5未満,-
新潟県,男,50～54歳,1.5以上2.0未満,-
新潟県,男,50～54歳,1.0以上1.5未満,450
新潟県,男,50～54歳,1.0未満,2406
富山県,男,50～54歳,2.5以上,-
富山県,男,50～54歳,2.0以上2.5未満,-
富山県,男,50～54歳,1.5以上2.0未満,-
富山県,男,50～54歳,1.0以上1.5未満,352
富山県,男,50～54歳,1.0未満,1523
石川県,男,50～54歳,2.5以上,-
石川県,男,50～54歳,2.0以上2.5未満,-
石川県,男,50～54歳,1.5以上2.0未満,-
石川県,男,50～54歳,1.0以上1.5未満,649
石川県,男,50～54歳,1.0未満,2381
福井県,男,50～54歳,2.5以上,-
福井県,男,50～54歳,2.0以上2.5未満,-
福井県,男,50～54歳,1.5以上2.0未満,-
福井県,男,50～54歳,1.0以上1.5未満,246
福井県,男,50～54歳,1.0未満,999
山梨県,男,50～54歳,2.5以上,-
山梨県,男,50～54歳,2.0以上2.5未満,-
山梨県,男,50～54歳,1.5以上2.0未満,-
山梨県,男,50～54歳,1.0以上1.5未満,181
山梨県,男,50～54歳,1.0未満,855
長野県,男,50～54歳,2.5以上,17
長野県,男,50～54歳,2.0以上2.5未満,-
長野県,男,50～54歳,1.5以上2.0未満,13
長野県,男,50～54歳,1.0以上1.5未満,1352
長野県,男,50～54歳,1.0未満,5062
岐阜県,男,50～54歳,2.5以上,-
岐阜県,男,50～54歳,2.0以上2.5未満,-
岐阜県,男,50～54歳,1.5以上2.0未満,-
岐阜県,男,50～54歳,1.0以上1.5未満,585
岐阜県,男,50～54歳,1.0未満,2400
静岡県,男,50～54歳,2.5以上,17
静岡県,男,50～54歳,2.0以上2.5未満,-
静岡県,男,50～54歳,1.5以上2.0未満,14
静岡県,男,50～54歳,1.0以上1.5未満,1509
