地域,性別,年齢層,検査値範囲,人数
大分県,男,60～64歳,1.0以上1.5未満,232
大分県,男,60～64歳,1.0未満,629
宮崎県,男,60～64歳,2.5以上,-
宮崎県,男,60～64歳,2.0以上2.5未満,-
宮崎県,男,60～64歳,1.5以上2.0未満,-
宮崎県,男,60～64歳,1.0以上1.5未満,199
宮崎県,男,60～64歳,1.0未満,884
鹿児島県,男,60～64歳,2.5以上,-
鹿児島県,男,60～64歳,2.0以上2.5未満,-
鹿児島県,男,60～64歳,1.5以上2.0未満,13
鹿児島県,男,60～64歳,1.0以上1.5未満,376
鹿児島県,男,60～64歳,1.0未満,1542
沖縄県,男,60～64歳,2.5以上,-
沖縄県,男,60～64歳,2.0以上2.5未満,-
沖縄県,男,60～64歳,1.5以上2.0未満,-
沖縄県,男,60～64歳,1.0以上1.5未満,212
沖縄県,男,60～64歳,1.0未満,648
北海道,男,65～69歳,2.5以上,10
北海道,男,65～69歳,2.0以上2.5未満,-
北海道,男,65～69歳,1.5以上2.0未満,19
北海道,男,65～69歳,1.0以上1.5未満,593
北海道,男,65～69歳,1.0未満,2020
青森県,男,65～69歳,2.5以上,-
青森県,男,65～69歳,2.0以上2.5未満,-
青森県,男,65～69歳,1.5以上2.0未満,-
青森県,男,65～69歳,1.0以上1.5未満,57
青森県,男,65～69歳,1.0未満,261
岩手県,男,65～69歳,2.5以上,-
岩手県,男,65～69歳,2.0以上2.5未満,-
岩手県,男,65～69歳,1.5以上2.0未満,-
岩手県,男,65～69歳,1.0以上1.5未満,115
岩手県,男,65～69歳,1.0未満,459
宮城県,男,65～69歳,2.5以上,-
宮城県,男,65～69歳,2.0以上2.5未満,-
宮城県,男,65～69歳,1.5以上2.0未満,-
宮城県,男,65～69歳,1.0以上1.5未満,242
宮城県,男,65～69歳,1.0未満,979
秋田県,男,65～69歳,2.5以上,-
秋田県,男,65～69歳,2.0以上2.5未満,-
秋田県,男,65～69歳,1.5以上2.0未満,-
秋田県,男,65～69歳,1.0以上1.5未満,45
秋田県,男,65～69歳,1.0未満,236
山形県,男,65～69歳,2.5以上,-
山形県,男,65～69歳,2.0以上2.5未満,-
山形県,男,65～69歳,1.5以上2.0未満,-
山形県,男,65～69歳,1.0以上1.5未満,52
山形県,男,65～69歳,1.0未満,224
福島県,男,65～69歳,2.5以上,-
福島県,男,65～69歳,2.0以上2.5未満,-
福島県,男,65～69歳,1.5以上2.0未満,-
福島県,男,65～69歳,1.0以上1.5未満,110
福島県,男,65～69歳,1.0未満,427
茨城県,男,65～69歳,2.5以上,-
茨城県,男,65～69歳,2.0以上2.5未満,-
茨城県,男,65～69歳,1.5以上2.0未満,12
茨城県,男,65～69歳,1.0以上1.5未満,269
茨城県,男,65～69歳,1.0未満,1020
栃木県,男,65～69歳,2.5以上,-
栃木県,男,65～69歳,2.0以上2.5未満,-
栃木県,男,65～69歳,1.5以上2.0未満,10
栃木県,男,65～69歳,1.0以上1.5未満,202
栃木県,男,65～69歳,1.0未満,690
群馬県,男,65～69歳,2.5以上,-
群馬県,男,65～69歳,2.0以上2.5未満,-
群馬県,男,65～69歳,1.5以上2.0未満,-
群馬県,男,65～69歳,1.0以上1.5未満,108
群馬県,男,65～69歳,1.0未満,369
埼玉県,男,65～69歳,2.5以上,-
埼玉県,男,65～69歳,2.0以上2.5未満,-
埼玉県,男,65～69歳,1.5以上2.0未満,20
埼玉県,男,65～69歳,1.0以上1.5未満,756
埼玉県,男,65～69歳,1.0未満,2849
千葉県,男,65～69歳,2.5以上,16
千葉県,男,65～69歳,2.0以上2.5未満,10
千葉県,男,65～69歳,1.5以上2.0未満,33
千葉県,男,65～69歳,1.0以上1.5未満,864
千葉県,男,65～69歳,1.0未満,3066
東京都,男,65～69歳,2.5以上,26
東京都,男,65～69歳,2.0以上2.5未満,13
東京都,男,65～69歳,1.5以上2.0未満,57
東京都,男,65～69歳,1.0以上1.5未満,1793
東京都,男,65～69歳,1.0未満,6254
神奈川県,男,65～69歳,2.5以上,13
神奈川県,男,65～69歳,2.0以上2.5未満,-
神奈川県,男,65～69歳,1.5以上2.0未満,43
神奈川県,男,65～69歳,1.0以上1.5未満,1258
神奈川県,男,65～69歳,1.0未満,4246
新潟県,男,65～69歳,2.5以上,-
新潟県,男,65～69歳,2.0以上2.5未満,-
新潟県,男,65～69歳,1.5以上2.0未満,-
新潟県,男,65～69歳,1.0以上1.5未満,119
新潟県,男,65～69歳,1.0未満,504
富山県,男,65～69歳,2.5以上,-
富山県,男,65～69歳,2.0以上2.5未満,-
富山県,男,65～69歳,1.5以上2.0未満,-
富山県,男,65～69歳,1.0以上1.5未満,79
富山県,男,65～69歳,1.0未満,223
石川県,男,65～69歳,2.5以上,-
石川県,男,65～69歳,2.0以上2.5未満,-
石川県,男,65～69歳,1.5以上2.0未満,-
石川県,男,65～69歳,1.0以上1.5未満,94
石川県,男,65～69歳,1.0未満,336
福井県,男,65～69歳,2.5以上,-
福井県,男,65～69歳,2.0以上2.5未満,-
福井県,男,65～69歳,1.5以上2.0未満,-
福井県,男,65～69歳,1.0以上1.5未満,65
福井県,男,65～69歳,1.0未満,190
山梨県,男,65～69歳,2.5以上,-
山梨県,男,65～69歳,2.0以上2.5未満,-
山梨県,男,65～69歳,1.5以上2.0未満,-
山梨県,男,65～69歳,1.0以上1.5未満,50
山梨県,男,65～69歳,1.0未満,151
長野県,男,65～69歳,2.5以上,-
長野県,男,65～69歳,2.0以上2.5未満,-
長野県,男,65～69歳,1.5以上2.0未満,-
長野県,男,65～69歳,1.0以上1.5未満,292
長野県,男,65～69歳,1.0未満,866
岐阜県,男,65～69歳,2.5以上,-
岐阜県,男,65～69歳,2.0以上2.5未満,-
岐阜県,男,65～69歳,1.5以上2.0未満,-
岐阜県,男,65～69歳,1.0以上1.5未満,158
岐阜県,男,65～69歳,1.0未満,482
静岡県,男,65～69歳,2.5以上,-
静岡県,男,65～69歳,2.0以上2.5未満,-
静岡県,男,65～69歳,1.5以上2.0未満,12
静岡県,男,65～69歳,1.0以上1.5未満,402
静岡県,男,65～69歳,1.0未満,1183
愛知県,男,65～69歳,2.5以上,-
愛知県,男,65～69歳,2.0以上2.5未満,-
愛知県,男,65～69歳,1.5以上2.0未満,31
愛知県,男,65～69歳,1.0以上1.5未満,1184
愛知県,男,65～69歳,1.0未満,4062
三重県,男,65～69歳,2.5以上,-
三重県,男,65～69歳,2.0以上2.5未満,-
三重県,男,65～69歳,1.5以上2.0未満,-
三重県,男,65～69歳,1.0以上1.5未満,170
三重県,男,65～69歳,1.0未満,616
滋賀県,男,65～69歳,2.5以上,-
滋賀県,男,65～69歳,2.0以上2.5未満,-
滋賀県,男,65～69歳,1.5以上2.0未満,-
滋賀県,男,65～69歳,1.0以上1.5未満,291
滋賀県,男,65～69歳,1.0未満,882
京都府,男,65～69歳,2.5以上,-
京都府,男,65～69歳,2.0以上2.5未満,-
京都府,男,65～69歳,1.5以上2.0未満,-
京都府,男,65～69歳,1.0以上1.5未満,214
京都府,男,65～69歳,1.0未満,822
大阪府,男,65～69歳,2.5以上,14
大阪府,男,65～69歳,2.0以上2.5未満,10
大阪府,男,65～69歳,1.5以上2.0未満,28
大阪府,男,65～69歳,1.0以上1.5未満,998
大阪府,男,65～69歳,1.0未満,3589
兵庫県,男,65～69歳,2.5以上,-
兵庫県,男,65～69歳,2.0以上2.5未満,-
兵庫県,男,65～69歳,1.5以上2.0未満,16
兵庫県,男,65～69歳,1.0以上1.5未満,747
兵庫県,男,65～69歳,1.0未満,2666
奈良県,男,65～69歳,2.5以上,-
奈良県,男,65～69歳,2.0以上2.5未満,-
奈良県,男,65～69歳,1.5以上2.0未満,-
奈良県,男,65～69歳,1.0以上1.5未満,185
奈良県,男,65～69歳,1.0未満,546
和歌山県,男,65～69歳,2.5以上,-
和歌山県,男,65～69歳,2.0以上2.5未満,-
和歌山県,男,65～69歳,1.5以上2.0未満,-
和歌山県,男,65～69歳,1.0以上1.5未満,65
和歌山県,男,65～69歳,1.0未満,208
鳥取県,男,65～69歳,2.5以上,-
鳥取県,男,65～69歳,2.0以上2.5未満,-
鳥取県,男,65～69歳,1.5以上2.0未満,-
鳥取県,男,65～69歳,1.0以上1.5未満,-
鳥取県,男,65～69歳,1.0未満,88
島根県,男,65～69歳,2.5以上,-
島根県,男,65～69歳,2.0以上2.5未満,-
島根県,男,65～69歳,1.5以上2.0未満,-
島根県,男,65～69歳,1.0以上1.5未満,-
島根県,男,65～69歳,1.0未満,112
岡山県,男,65～69歳,2.5以上,-
岡山県,男,65～69歳,2.0以上2.5未満,-
岡山県,男,65～69歳,1.5以上2.0未満,-
岡山県,男,65～69歳,1.0以上1.5未満,144
岡山県,男,65～69歳,1.0未満,391
広島県,男,65～69歳,2.5以上,-
広島県,男,65～69歳,2.0以上2.5未満,-
広島県,男,65～69歳,1.5以上2.0未満,-
広島県,男,65～69歳,1.0以上1.5未満,161
広島県,男,65～69歳,1.0未満,548
山口県,男,65～69歳,2.5以上,-
山口県,男,65～69歳,2.0以上2.5未満,-
山口県,男,65～69歳,1.5以上2.0未満,-
山口県,男,65～69歳,1.0以上1.5未満,169
山口県,男,65～69歳,1.0未満,480
徳島県,男,65～69歳,2.5以上,-
徳島県,男,65～69歳,2.0以上2.5未満,-
徳島県,男,65～69歳,1.5以上2.0未満,-
徳島県,男,65～69歳,1.0以上1.5未満,66
徳島県,男,65～69歳,1.0未満,162
香川県,男,65～69歳,2.5以上,-
香川県,男,65～69歳,2.0以上2.5未満,-
香川県,男,65～69歳,1.5以上2.0未満,-
香川県,男,65～69歳,1.0以上1.5未満,94
香川県,男,65～69歳,1.0未満,322
愛媛県,男,65～69歳,2.5以上,-
愛媛県,男,65～69歳,2.0以上2.5未満,-
愛媛県,男,65～69歳,1.5以上2.0未満,-
愛媛県,男,65～69歳,1.0以上1.5未満,158
愛媛県,男,65～69歳,1.0未満,513
高知県,男,65～69歳,2.5以上,-
高知県,男,65～69歳,2.0以上2.5未満,-
高知県,男,65～69歳,1.5以上2.0未満,-
高知県,男,65～69歳,1.0以上1.5未満,64
高知県,男,65～69歳,1.0未満,158
福岡県,男,65～69歳,2.5以上,-
福岡県,男,65～69歳,2.0以上2.5未満,-
福岡県,男,65～69歳,1.5以上2.0未満,18
福岡県,男,65～69歳,1.0以上1.5未満,508
福岡県,男,65～69歳,1.0未満,1942
佐賀県,男,65～69歳,2.5以上,-
佐賀県,男,65～69歳,2.0以上2.5未満,-
佐賀県,男,65～69歳,1.5以上2.0未満,-
佐賀県,男,65～69歳,1.0以上1.5未満,74
佐賀県,男,65～69歳,1.0未満,311
長崎県,男,65～69歳,2.5以上,-
長崎県,男,65～69歳,2.0以上2.5未満,-
長崎県,男,65～69歳,1.5以上2.0未満,-
長崎県,男,65～69歳,1.0以上1.5未満,42
長崎県,男,65～69歳,1.0未満,177
熊本県,男,65～69歳,2.5以上,-
熊本県,男,65～69歳,2.0以上2.5未満,-
熊本県,男,65～69歳,1.5以上2.0未満,-
熊本県,男,65～69歳,1.0以上1.5未満,116
熊本県,男,65～69歳,1.0未満,412
大分県,男,65～69歳,2.5以上,-
大分県,男,65～69歳,2.0以上2.5未満,-
大分県,男,65～69歳,1.5以上2.0未満,-
大分県,男,65～69歳,1.0以上1.5未満,73
大分県,男,65～69歳,1.0未満,206
宮崎県,男,65～69歳,2.5以上,-
宮崎県,男,65～69歳,2.0以上2.5未満,-
宮崎県,男,65～69歳,1.5以上2.0未満,-
宮崎県,男,65～69歳,1.0以上1.5未満,104
宮崎県,男,65～69歳,1.0未満,311
鹿児島県,男,65～69歳,2.5以上,-
鹿児島県,男,65～69歳,2.0以上2.5未満,-
鹿児島県,男,65～69歳,1.5以上2.0未満,-
鹿児島県,男,65～69歳,1.0以上1.5未満,114
鹿児島県,男,65～69歳,1.0未満,364
沖縄県,男,65～69歳,2.5以上,-
沖縄県,男,65～69歳,2.0以上2.5未満,-
沖縄県,男,65～69歳,1.5以上2.0未満,-
沖縄県,男,65～69歳,1.0以上1.5未満,56
沖縄県,男,65～69歳,1.0未満,178
北海道,男,70～74歳,2.5以上,-
北海道,男,70～74歳,2.0以上2.5未満,-
北海道,男,70～74歳,1.5以上2.0未満,-
北海道,男,70～74歳,1.0以上1.5未満,192
北海道,男,70～74歳,1.0未満,567
青森県,男,70～74歳,2.5以上,-
青森県,男,70～74歳,2.0以上2.5未満,-
青森県,男,70～74歳,1.5以上2.0未満,-
青森県,男,70～74歳,1.0以上1.5未満,17
青森県,男,70～74歳,1.0未満,53
岩手県,男,70～74歳,2.5以上,-
岩手県,男,70～74歳,2.0以上2.5未満,-
岩手県,男,70～74歳,1.5以上2.0未満,-
岩手県,男,70～74歳,1.0以上1.5未満,44
岩手県,男,70～74歳,1.0未満,149
宮城県,男,70～74歳,2.5以上,-
宮城県,男,70～74歳,2.0以上2.5未満,-
宮城県,男,70～74歳,1.5以上2.0未満,-
宮城県,男,70～74歳,1.0以上1.5未満,85
宮城県,男,70～74歳,1.0未満,310
秋田県,男,70～74歳,2.5以上,-
秋田県,男,70～74歳,2.0以上2.5未満,-
秋田県,男,70～74歳,1.5以上2.0未満,-
秋田県,男,70～74歳,1.0以上1.5未満,18
秋田県,男,70～74歳,1.0未満,68
山形県,男,70～74歳,2.5以上,-
山形県,男,70～74歳,2.0以上2.5未満,-
山形県,男,70～74歳,1.5以上2.0未満,-
山形県,男,70～74歳,1.0以上1.5未満,25
山形県,男,70～74歳,1.0未満,109
福島県,男,70～74歳,2.5以上,-
福島県,男,70～74歳,2.0以上2.5未満,-
福島県,男,70～74歳,1.5以上2.0未満,-
福島県,男,70～74歳,1.0以上1.5未満,37
福島県,男,70～74歳,1.0未満,134
茨城県,男,70～74歳,2.5以上,-
茨城県,男,70～74歳,2.0以上2.5未満,-
茨城県,男,70～74歳,1.5以上2.0未満,-
茨城県,男,70～74歳,1.0以上1.5未満,152
茨城県,男,70～74歳,1.0未満,364
栃木県,男,70～74歳,2.5以上,-
栃木県,男,70～74歳,2.0以上2.5未満,-
栃木県,男,70～74歳,1.5以上2.0未満,-
栃木県,男,70～74歳,1.0以上1.5未満,50
栃木県,男,70～74歳,1.0未満,170
群馬県,男,70～74歳,2.5以上,-
群馬県,男,70～74歳,2.0以上2.5未満,-
群馬県,男,70～74歳,1.5以上2.0未満,-
群馬県,男,70～74歳,1.0以上1.5未満,35
群馬県,男,70～74歳,1.0未満,96
埼玉県,男,70～74歳,2.5以上,-
埼玉県,男,70～74歳,2.0以上2.5未満,-
埼玉県,男,70～74歳,1.5以上2.0未満,18
埼玉県,男,70～74歳,1.0以上1.5未満,388
埼玉県,男,70～74歳,1.0未満,1112
千葉県,男,70～74歳,2.5以上,-
千葉県,男,70～74歳,2.0以上2.5未満,-
千葉県,男,70～74歳,1.5以上2.0未満,22
千葉県,男,70～74歳,1.0以上1.5未満,685
千葉県,男,70～74歳,1.0未満,1853
東京都,男,70～74歳,2.5以上,11
東京都,男,70～74歳,2.0以上2.5未満,-
東京都,男,70～74歳,1.5以上2.0未満,31
東京都,男,70～74歳,1.0以上1.5未満,976
東京都,男,70～74歳,1.0未満,2827
神奈川県,男,70～74歳,2.5以上,13
神奈川県,男,70～74歳,2.0以上2.5未満,-
神奈川県,男,70～74歳,1.5以上2.0未満,38
神奈川県,男,70～74歳,1.0以上1.5未満,871
神奈川県,男,70～74歳,1.0未満,2381
新潟県,男,70～74歳,2.5以上,-
新潟県,男,70～74歳,2.0以上2.5未満,-
新潟県,男,70～74歳,1.5以上2.0未満,-
新潟県,男,70～74歳,1.0以上1.5未満,30
新潟県,男,70～74歳,1.0未満,131
富山県,男,70～74歳,2.5以上,-
富山県,男,70～74歳,2.0以上2.5未満,-
富山県,男,70～74歳,1.5以上2.0未満,-
富山県,男,70～74歳,1.0以上1.5未満,19
富山県,男,70～74歳,1.0未満,75
石川県,男,70～74歳,2.5以上,-
石川県,男,70～74歳,2.0以上2.5未満,-
石川県,男,70～74歳,1.5以上2.0未満,-
石川県,男,70～74歳,1.0以上1.5未満,41
石川県,男,70～74歳,1.0未満,111
福井県,男,70～74歳,2.5以上,-
福井県,男,70～74歳,2.0以上2.5未満,-
福井県,男,70～74歳,1.5以上2.0未満,-
福井県,男,70～74歳,1.0以上1.5未満,21
福井県,男,70～74歳,1.0未満,65
山梨県,男,70～74歳,2.5以上,-
山梨県,男,70～74歳,2.0以上2.5未満,-
山梨県,男,70～74歳,1.5以上2.0未満,-
山梨県,男,70～74歳,1.0以上1.5未満,15
山梨県,男,70～74歳,1.0未満,35
長野県,男,70～74歳,2.5以上,-
長野県,男,70～74歳,2.0以上2.5未満,-
長野県,男,70～74歳,1.5以上2.0未満,-
長野県,男,70～74歳,1.0以上1.5未満,91
長野県,男,70～74歳,1.0未満,273
岐阜県,男,70～74歳,2.5以上,-
岐阜県,男,70～74歳,2.0以上2.5未満,-
岐阜県,男,70～74歳,1.5以上2.0未満,-
岐阜県,男,70～74歳,1.0以上1.5未満,53
岐阜県,男,70～74歳,1.0未満,159
静岡県,男,70～74歳,2.5以上,-
静岡県,男,70～74歳,2.0以上2.5未満,-
静岡県,男,70～74歳,1.5以上2.0未満,-
静岡県,男,70～74歳,1.0以上1.5未満,153
静岡県,男,70～74歳,1.0未満,426
愛知県,男,70～74歳,2.5以上,-
愛知県,男,70～74歳,2.0以上2.5未満,-
愛知県,男,70～74歳,1.5以上2.0未満,24
愛知県,男,70～74歳,1.0以上1.5未満,369
愛知県,男,70～74歳,1.0未満,1085
三重県,男,70～74歳,2.5以上,-
三重県,男,70～74歳,2.0以上2.5未満,-
三重県,男,70～74歳,1.5以上2.0未満,-
三重県,男,70～74歳,1.0以上1.5未満,62
三重県,男,70～74歳,1.0未満,155
滋賀県,男,70～74歳,2.5以上,-
滋賀県,男,70～74歳,2.0以上2.5未満,-
滋賀県,男,70～74歳,1.5以上2.0未満,-
滋賀県,男,70～74歳,1.0以上1.5未満,111
滋賀県,男,70～74歳,1.0未満,363
京都府,男,70～74歳,2.5以上,-
京都府,男,70～74歳,2.0以上2.5未満,-
京都府,男,70～74歳,1.5以上2.0未満,-
京都府,男,70～74歳,1.0以上1.5未満,84
京都府,男,70～74歳,1.0未満,232
大阪府,男,70～74歳,2.5以上,-
大阪府,男,70～74歳,2.0以上2.5未満,-
大阪府,男,70～74歳,1.5以上2.0未満,14
大阪府,男,70～74歳,1.0以上1.5未満,380
大阪府,男,70～74歳,1.0未満,1153
兵庫県,男,70～74歳,2.5以上,-
兵庫県,男,70～74歳,2.0以上2.5未満,-
兵庫県,男,70～74歳,1.5以上2.0未満,13
兵庫県,男,70～74歳,1.0以上1.5未満,271
兵庫県,男,70～74歳,1.0未満,887
奈良県,男,70～74歳,2.5以上,-
奈良県,男,70～74歳,2.0以上2.5未満,-
奈良県,男,70～74歳,1.5以上2.0未満,-
奈良県,男,70～74歳,1.0以上1.5未満,80
奈良県,男,70～74歳,1.0未満,205
和歌山県,男,70～74歳,2.5以上,-
和歌山県,男,70～74歳,2.0以上2.5未満,-
和歌山県,男,70～74歳,1.5以上2.0未満,-
和歌山県,男,70～74歳,1.0以上1.5未満,15
和歌山県,男,70～74歳,1.0未満,45
鳥取県,男,70～74歳,2.5以上,-
鳥取県,男,70～74歳,2.0以上2.5未満,-
鳥取県,男,70～74歳,1.5以上2.0未満,-
鳥取県,男,70～74歳,1.0以上1.5未満,-
鳥取県,男,70～74歳,1.0未満,28
島根県,男,70～74歳,2.5以上,-
島根県,男,70～74歳,2.0以上2.5未満,-
島根県,男,70～74歳,1.5以上2.0未満,-
島根県,男,70～74歳,1.0以上1.5未満,-
島根県,男,70～74歳,1.0未満,39
岡山県,男,70～74歳,2.5以上,-
岡山県,男,70～74歳,2.0以上2.5未満,-
岡山県,男,70～74歳,1.5以上2.0未満,-
岡山県,男,70～74歳,1.0以上1.5未満,41
岡山県,男,70～74歳,1.0未満,165
広島県,男,70～74歳,2.5以上,-
広島県,男,70～74歳,2.0以上2.5未満,-
広島県,男,70～74歳,1.5以上2.0未満,-
広島県,男,70～74歳,1.0以上1.5未満,57
広島県,男,70～74歳,1.0未満,160
山口県,男,70～74歳,2.5以上,-
山口県,男,70～74歳,2.0以上2.5未満,-
山口県,男,70～74歳,1.5以上2.0未満,-
山口県,男,70～74歳,1.0以上1.5未満,48
山口県,男,70～74歳,1.0未満,128
徳島県,男,70～74歳,2.5以上,-
徳島県,男,70～74歳,2.0以上2.5未満,-
徳島県,男,70～74歳,1.5以上2.0未満,-
徳島県,男,70～74歳,1.0以上1.5未満,16
徳島県,男,70～74歳,1.0未満,51
香川県,男,70～74歳,2.5以上,-
香川県,男,70～74歳,2.0以上2.5未満,-
香川県,男,70～74歳,1.5以上2.0未満,-
香川県,男,70～74歳,1.0以上1.5未満,34
香川県,男,70～74歳,1.0未満,83
愛媛県,男,70～74歳,2.5以上,-
愛媛県,男,70～74歳,2.0以上2.5未満,-
愛媛県,男,70～74歳,1.5以上2.0未満,-
愛媛県,男,70～74歳,1.0以上1.5未満,34
愛媛県,男,70～74歳,1.0未満,83
高知県,男,70～74歳,2.5以上,-
高知県,男,70～74歳,2.0以上2.5未満,-
高知県,男,70～74歳,1.5以上2.0未満,-
高知県,男,70～74歳,1.0以上1.5未満,30
高知県,男,70～74歳,1.0未満,63
福岡県,男,70～74歳,2.5以上,-
福岡県,男,70～74歳,2.0以上2.5未満,-
福岡県,男,70～74歳,1.5以上2.0未満,-
福岡県,男,70～74歳,1.0以上1.5未満,207
福岡県,男,70～74歳,1.0未満,632
佐賀県,男,70～74歳,2.5以上,-
佐賀県,男,70～74歳,2.0以上2.5未満,-
佐賀県,男,70～74歳,1.5以上2.0未満,-
佐賀県,男,70～74歳,1.0以上1.5未満,34
佐賀県,男,70～74歳,1.0未満,68
長崎県,男,70～74歳,2.5以上,-
長崎県,男,70～74歳,2.0以上2.5未満,-
長崎県,男,70～74歳,1.5以上2.0未満,-
長崎県,男,70～74歳,1.0以上1.5未満,14
長崎県,男,70～74歳,1.0未満,35
熊本県,男,70～74歳,2.5以上,-
熊本県,男,70～74歳,2.0以上2.5未満,-
熊本県,男,70～74歳,1.5以上2.0未満,-
熊本県,男,70～74歳,1.0以上1.5未満,37
熊本県,男,70～74歳,1.0未満,101
大分県,男,70～74歳,2.5以上,-
大分県,男,70～74歳,2.0以上2.5未満,-
大分県,男,70～74歳,1.5以上2.0未満,-
大分県,男,70～74歳,1.0以上1.5未満,22
大分県,男,70～74歳,1.0未満,50
宮崎県,男,70～74歳,2.5以上,-
宮崎県,男,70～74歳,2.0以上2.5未満,-
宮崎県,男,70～74歳,1.5以上2.0未満,-
宮崎県,男,70～74歳,1.0以上1.5未満,23
宮崎県,男,70～74歳,1.0未満,90
鹿児島県,男,70～74歳,2.5以上,-
鹿児島県,男,70～74歳,2.0以上2.5未満,-
鹿児島県,男,70～74歳,1.5以上2.0未満,-
鹿児島県,男,70～74歳,1.0以上1.5未満,34
鹿児島県,男,70～74歳,1.0未満,103
沖縄県,男,70～74歳,2.5以上,-
沖縄県,男,70～74歳,2.0以上2.5未満,-
沖縄県,男,70～74歳,1.5以上2.0未満,-
沖縄県,男,70～74歳,1.0以上1.5未満,19
沖縄県,男,70～74歳,1.0未満,73
北海道,女,40～44歳,2.5以上,-
北海道,女,40～44歳,2.0以上2.5未満,-
北海道,女,40～44歳,1.5以上2.0未満,-
北海道,女,40～44歳,1.0以上1.5未満,-
北海道,女,40～44歳,1.0未満,8022
青森県,女,40～44歳,2.5以上,-
青森県,女,40～44歳,2.0以上2.5未満,-
青森県,女,40～44歳,1.5以上2.0未満,-
青森県,女,40～44歳,1.0以上1.5未満,-
青森県,女,40～44歳,1.0未満,1533
岩手県,女,40～44歳,2.5以上,-
岩手県,女,40～44歳,2.0以上2.5未満,-
岩手県,女,40～44歳,1.5以上2.0未満,-
岩手県,女,40～44歳,1.0以上1.5未満,-
岩手県,女,40～44歳,1.0未満,1512
宮城県,女,40～44歳,2.5以上,-
宮城県,女,40～44歳,2.0以上2.5未満,-
宮城県,女,40～44歳,1.5以上2.0未満,-
宮城県,女,40～44歳,1.0以上1.5未満,-
宮城県,女,40～44歳,1.0未満,3948
秋田県,女,40～44歳,2.5以上,-
秋田県,女,40～44歳,2.0以上2.5未満,-
秋田県,女,40～44歳,1.5以上2.0未満,-
秋田県,女,40～44歳,1.0以上1.5未満,-
秋田県,女,40～44歳,1.0未満,865
山形県,女,40～44歳,2.5以上,-
山形県,女,40～44歳,2.0以上2.5未満,-
山形県,女,40～44歳,1.5以上2.0未満,-
山形県,女,40～44歳,1.0以上1.5未満,-
山形県,女,40～44歳,1.0未満,1706
福島県,女,40～44歳,2.5以上,-
福島県,女,40～44歳,2.0以上2.5未満,-
福島県,女,40～44歳,1.5以上2.0未満,-
福島県,女,40～44歳,1.0以上1.5未満,-
福島県,女,40～44歳,1.0未満,1739
茨城県,女,40～44歳,2.5以上,-
茨城県,女,40～44歳,2.0以上2.5未満,-
茨城県,女,40～44歳,1.5以上2.0未満,-
茨城県,女,40～44歳,1.0以上1.5未満,-
茨城県,女,40～44歳,1.0未満,4277
栃木県,女,40～44歳,2.5以上,-
栃木県,女,40～44歳,2.0以上2.5未満,-
栃木県,女,40～44歳,1.5以上2.0未満,-
栃木県,女,40～44歳,1.0以上1.5未満,-
栃木県,女,40～44歳,1.0未満,2435
群馬県,女,40～44歳,2.5以上,-
群馬県,女,40～44歳,2.0以上2.5未満,-
群馬県,女,40～44歳,1.5以上2.0未満,-
群馬県,女,40～44歳,1.0以上1.5未満,-
群馬県,女,40～44歳,1.0未満,1947
埼玉県,女,40～44歳,2.5以上,-
埼玉県,女,40～44歳,2.0以上2.5未満,-
埼玉県,女,40～44歳,1.5以上2.0未満,-
埼玉県,女,40～44歳,1.0以上1.5未満,19
埼玉県,女,40～44歳,1.0未満,10505
千葉県,女,40～44歳,2.5以上,-
千葉県,女,40～44歳,2.0以上2.5未満,-
千葉県,女,40～44歳,1.5以上2.0未満,-
千葉県,女,40～44歳,1.0以上1.5未満,15
千葉県,女,40～44歳,1.0未満,11024
東京都,女,40～44歳,2.5以上,-
東京都,女,40～44歳,2.0以上2.5未満,-
東京都,女,40～44歳,1.5以上2.0未満,-
東京都,女,40～44歳,1.0以上1.5未満,32
東京都,女,40～44歳,1.0未満,30472
神奈川県,女,40～44歳,2.5以上,-
神奈川県,女,40～44歳,2.0以上2.5未満,-
神奈川県,女,40～44歳,1.5以上2.0未満,-
神奈川県,女,40～44歳,1.0以上1.5未満,18
神奈川県,女,40～44歳,1.0未満,16079
新潟県,女,40～44歳,2.5以上,-
新潟県,女,40～44歳,2.0以上2.5未満,-
新潟県,女,40～44歳,1.5以上2.0未満,-
新潟県,女,40～44歳,1.0以上1.5未満,-
新潟県,女,40～44歳,1.0未満,1653
富山県,女,40～44歳,2.5以上,-
富山県,女,40～44歳,2.0以上2.5未満,-
富山県,女,40～44歳,1.5以上2.0未満,-
富山県,女,40～44歳,1.0以上1.5未満,-
富山県,女,40～44歳,1.0未満,1475
石川県,女,40～44歳,2.5以上,-
石川県,女,40～44歳,2.0以上2.5未満,-
石川県,女,40～44歳,1.5以上2.0未満,-
石川県,女,40～44歳,1.0以上1.5未満,-
石川県,女,40～44歳,1.0未満,2024
福井県,女,40～44歳,2.5以上,-
福井県,女,40～44歳,2.0以上2.5未満,-
福井県,女,40～44歳,1.5以上2.0未満,-
福井県,女,40～44歳,1.0以上1.5未満,-
福井県,女,40～44歳,1.0未満,757
山梨県,女,40～44歳,2.5以上,-
山梨県,女,40～44歳,2.0以上2.5未満,-
山梨県,女,40～44歳,1.5以上2.0未満,-
山梨県,女,40～44歳,1.0以上1.5未満,-
山梨県,女,40～44歳,1.0未満,584
長野県,女,40～44歳,2.5以上,-
