地域,性別,年齢層,検査値範囲,人数
三重県,女,55～59歳,120未満,12402
滋賀県,女,55～59歳,180以上,128
滋賀県,女,55～59歳,160以上180未満,571
滋賀県,女,55～59歳,140以上160未満,2695
滋賀県,女,55～59歳,130以上140未満,3667
滋賀県,女,55～59歳,120以上130未満,5466
滋賀県,女,55～59歳,120未満,9637
京都府,女,55～59歳,180以上,168
京都府,女,55～59歳,160以上180未満,839
京都府,女,55～59歳,140以上160未満,4067
京都府,女,55～59歳,130以上140未満,5813
京都府,女,55～59歳,120以上130未満,8548
京都府,女,55～59歳,120未満,17247
大阪府,女,55～59歳,180以上,544
大阪府,女,55～59歳,160以上180未満,2735
大阪府,女,55～59歳,140以上160未満,13815
大阪府,女,55～59歳,130以上140未満,18853
大阪府,女,55～59歳,120以上130未満,28865
大阪府,女,55～59歳,120未満,59604
兵庫県,女,55～59歳,180以上,338
兵庫県,女,55～59歳,160以上180未満,1717
兵庫県,女,55～59歳,140以上160未満,8725
兵庫県,女,55～59歳,130以上140未満,12489
兵庫県,女,55～59歳,120以上130未満,18892
兵庫県,女,55～59歳,120未満,37308
奈良県,女,55～59歳,180以上,66
奈良県,女,55～59歳,160以上180未満,443
奈良県,女,55～59歳,140以上160未満,2106
奈良県,女,55～59歳,130以上140未満,3022
奈良県,女,55～59歳,120以上130未満,4768
奈良県,女,55～59歳,120未満,8937
和歌山県,女,55～59歳,180以上,57
和歌山県,女,55～59歳,160以上180未満,371
和歌山県,女,55～59歳,140以上160未満,1904
和歌山県,女,55～59歳,130以上140未満,2399
和歌山県,女,55～59歳,120以上130未満,3255
和歌山県,女,55～59歳,120未満,5716
鳥取県,女,55～59歳,180以上,46
鳥取県,女,55～59歳,160以上180未満,290
鳥取県,女,55～59歳,140以上160未満,1195
鳥取県,女,55～59歳,130以上140未満,1356
鳥取県,女,55～59歳,120以上130未満,1982
鳥取県,女,55～59歳,120未満,3249
島根県,女,55～59歳,180以上,42
島根県,女,55～59歳,160以上180未満,298
島根県,女,55～59歳,140以上160未満,1436
島根県,女,55～59歳,130以上140未満,1872
島根県,女,55～59歳,120以上130未満,2588
島根県,女,55～59歳,120未満,4511
岡山県,女,55～59歳,180以上,114
岡山県,女,55～59歳,160以上180未満,786
岡山県,女,55～59歳,140以上160未満,3639
岡山県,女,55～59歳,130以上140未満,4445
岡山県,女,55～59歳,120以上130未満,6410
岡山県,女,55～59歳,120未満,11618
広島県,女,55～59歳,180以上,149
広島県,女,55～59歳,160以上180未満,974
広島県,女,55～59歳,140以上160未満,4637
広島県,女,55～59歳,130以上140未満,6235
広島県,女,55～59歳,120以上130未満,9232
広島県,女,55～59歳,120未満,17628
山口県,女,55～59歳,180以上,99
山口県,女,55～59歳,160以上180未満,515
山口県,女,55～59歳,140以上160未満,2364
山口県,女,55～59歳,130以上140未満,3151
山口県,女,55～59歳,120以上130未満,4599
山口県,女,55～59歳,120未満,7196
徳島県,女,55～59歳,180以上,42
徳島県,女,55～59歳,160以上180未満,222
徳島県,女,55～59歳,140以上160未満,1176
徳島県,女,55～59歳,130以上140未満,1717
徳島県,女,55～59歳,120以上130未満,2808
徳島県,女,55～59歳,120未満,5228
香川県,女,55～59歳,180以上,65
香川県,女,55～59歳,160以上180未満,373
香川県,女,55～59歳,140以上160未満,1768
香川県,女,55～59歳,130以上140未満,2074
香川県,女,55～59歳,120以上130未満,3456
香川県,女,55～59歳,120未満,6399
愛媛県,女,55～59歳,180以上,95
愛媛県,女,55～59歳,160以上180未満,631
愛媛県,女,55～59歳,140以上160未満,2779
愛媛県,女,55～59歳,130以上140未満,3352
愛媛県,女,55～59歳,120以上130未満,4910
愛媛県,女,55～59歳,120未満,8528
高知県,女,55～59歳,180以上,61
高知県,女,55～59歳,160以上180未満,285
高知県,女,55～59歳,140以上160未満,1448
高知県,女,55～59歳,130以上140未満,1503
高知県,女,55～59歳,120以上130未満,2558
高知県,女,55～59歳,120未満,4721
福岡県,女,55～59歳,180以上,310
福岡県,女,55～59歳,160以上180未満,1673
福岡県,女,55～59歳,140以上160未満,7758
福岡県,女,55～59歳,130以上140未満,10237
福岡県,女,55～59歳,120以上130未満,17225
福岡県,女,55～59歳,120未満,31173
佐賀県,女,55～59歳,180以上,46
佐賀県,女,55～59歳,160以上180未満,267
佐賀県,女,55～59歳,140以上160未満,1261
佐賀県,女,55～59歳,130以上140未満,1750
佐賀県,女,55～59歳,120以上130未満,2882
佐賀県,女,55～59歳,120未満,5400
長崎県,女,55～59歳,180以上,111
長崎県,女,55～59歳,160以上180未満,508
長崎県,女,55～59歳,140以上160未満,2691
長崎県,女,55～59歳,130以上140未満,3581
長崎県,女,55～59歳,120以上130未満,4888
長崎県,女,55～59歳,120未満,7667
熊本県,女,55～59歳,180以上,97
熊本県,女,55～59歳,160以上180未満,576
熊本県,女,55～59歳,140以上160未満,3287
熊本県,女,55～59歳,130以上140未満,4437
熊本県,女,55～59歳,120以上130未満,7207
熊本県,女,55～59歳,120未満,11876
大分県,女,55～59歳,180以上,67
大分県,女,55～59歳,160以上180未満,397
大分県,女,55～59歳,140以上160未満,2199
大分県,女,55～59歳,130以上140未満,2831
大分県,女,55～59歳,120以上130未満,4787
大分県,女,55～59歳,120未満,7509
宮崎県,女,55～59歳,180以上,72
宮崎県,女,55～59歳,160以上180未満,446
宮崎県,女,55～59歳,140以上160未満,2028
宮崎県,女,55～59歳,130以上140未満,2620
宮崎県,女,55～59歳,120以上130未満,3649
宮崎県,女,55～59歳,120未満,6237
鹿児島県,女,55～59歳,180以上,84
鹿児島県,女,55～59歳,160以上180未満,536
鹿児島県,女,55～59歳,140以上160未満,2725
鹿児島県,女,55～59歳,130以上140未満,3650
鹿児島県,女,55～59歳,120以上130未満,5365
鹿児島県,女,55～59歳,120未満,9448
沖縄県,女,55～59歳,180以上,88
沖縄県,女,55～59歳,160以上180未満,517
沖縄県,女,55～59歳,140以上160未満,2929
沖縄県,女,55～59歳,130以上140未満,3208
沖縄県,女,55～59歳,120以上130未満,4726
沖縄県,女,55～59歳,120未満,8228
北海道,女,60～64歳,180以上,418
北海道,女,60～64歳,160以上180未満,2182
北海道,女,60～64歳,140以上160未満,9108
北海道,女,60～64歳,130以上140未満,10312
北海道,女,60～64歳,120以上130未満,13583
北海道,女,60～64歳,120未満,18940
青森県,女,60～64歳,180以上,100
青森県,女,60～64歳,160以上180未満,569
青森県,女,60～64歳,140以上160未満,3079
青森県,女,60～64歳,130以上140未満,3986
青森県,女,60～64歳,120以上130未満,4708
青森県,女,60～64歳,120未満,6505
岩手県,女,60～64歳,180以上,121
岩手県,女,60～64歳,160以上180未満,784
岩手県,女,60～64歳,140以上160未満,3696
岩手県,女,60～64歳,130以上140未満,3992
岩手県,女,60～64歳,120以上130未満,5069
岩手県,女,60～64歳,120未満,6190
宮城県,女,60～64歳,180以上,239
宮城県,女,60～64歳,160以上180未満,1406
宮城県,女,60～64歳,140以上160未満,5933
宮城県,女,60～64歳,130以上140未満,7528
宮城県,女,60～64歳,120以上130未満,8406
宮城県,女,60～64歳,120未満,11942
秋田県,女,60～64歳,180以上,93
秋田県,女,60～64歳,160以上180未満,574
秋田県,女,60～64歳,140以上160未満,2671
秋田県,女,60～64歳,130以上140未満,3524
秋田県,女,60～64歳,120以上130未満,4113
秋田県,女,60～64歳,120未満,5177
山形県,女,60～64歳,180以上,184
山形県,女,60～64歳,160以上180未満,1032
山形県,女,60～64歳,140以上160未満,4187
山形県,女,60～64歳,130以上140未満,4076
山形県,女,60～64歳,120以上130未満,5104
山形県,女,60～64歳,120未満,6764
福島県,女,60～64歳,180以上,165
福島県,女,60～64歳,160以上180未満,1083
福島県,女,60～64歳,140以上160未満,5270
福島県,女,60～64歳,130以上140未満,6755
福島県,女,60～64歳,120以上130未満,7822
福島県,女,60～64歳,120未満,9572
茨城県,女,60～64歳,180以上,234
茨城県,女,60～64歳,160以上180未満,1271
茨城県,女,60～64歳,140以上160未満,6402
茨城県,女,60～64歳,130以上140未満,7757
茨城県,女,60～64歳,120以上130未満,9991
茨城県,女,60～64歳,120未満,12611
栃木県,女,60～64歳,180以上,159
栃木県,女,60～64歳,160以上180未満,943
栃木県,女,60～64歳,140以上160未満,4475
栃木県,女,60～64歳,130以上140未満,5338
栃木県,女,60～64歳,120以上130未満,6985
栃木県,女,60～64歳,120未満,8952
群馬県,女,60～64歳,180以上,199
群馬県,女,60～64歳,160以上180未満,1061
群馬県,女,60～64歳,140以上160未満,4698
群馬県,女,60～64歳,130以上140未満,5307
群馬県,女,60～64歳,120以上130未満,6896
群馬県,女,60～64歳,120未満,8184
埼玉県,女,60～64歳,180以上,594
埼玉県,女,60～64歳,160以上180未満,3141
埼玉県,女,60～64歳,140以上160未満,14032
埼玉県,女,60～64歳,130以上140未満,17171
埼玉県,女,60～64歳,120以上130未満,21843
埼玉県,女,60～64歳,120未満,30814
千葉県,女,60～64歳,180以上,499
千葉県,女,60～64歳,160以上180未満,2585
千葉県,女,60～64歳,140以上160未満,11561
千葉県,女,60～64歳,130以上140未満,14503
千葉県,女,60～64歳,120以上130未満,19032
千葉県,女,60～64歳,120未満,26338
東京都,女,60～64歳,180以上,799
東京都,女,60～64歳,160以上180未満,4586
東京都,女,60～64歳,140以上160未満,23484
東京都,女,60～64歳,130以上140未満,31958
東京都,女,60～64歳,120以上130未満,43707
東京都,女,60～64歳,120未満,71342
神奈川県,女,60～64歳,180以上,509
神奈川県,女,60～64歳,160以上180未満,2909
神奈川県,女,60～64歳,140以上160未満,13866
神奈川県,女,60～64歳,130以上140未満,18645
神奈川県,女,60～64歳,120以上130未満,24639
神奈川県,女,60～64歳,120未満,41331
新潟県,女,60～64歳,180以上,137
新潟県,女,60～64歳,160以上180未満,938
新潟県,女,60～64歳,140以上160未満,4621
新潟県,女,60～64歳,130以上140未満,6069
新潟県,女,60～64歳,120以上130未満,9691
新潟県,女,60～64歳,120未満,14054
富山県,女,60～64歳,180以上,83
富山県,女,60～64歳,160以上180未満,534
富山県,女,60～64歳,140以上160未満,2602
富山県,女,60～64歳,130以上140未満,3424
富山県,女,60～64歳,120以上130未満,3837
富山県,女,60～64歳,120未満,5343
石川県,女,60～64歳,180以上,117
石川県,女,60～64歳,160以上180未満,559
石川県,女,60～64歳,140以上160未満,2766
石川県,女,60～64歳,130以上140未満,3283
石川県,女,60～64歳,120以上130未満,4435
石川県,女,60～64歳,120未満,5727
福井県,女,60～64歳,180以上,89
福井県,女,60～64歳,160以上180未満,415
福井県,女,60～64歳,140以上160未満,2008
福井県,女,60～64歳,130以上140未満,2069
福井県,女,60～64歳,120以上130未満,2943
福井県,女,60～64歳,120未満,3788
山梨県,女,60～64歳,180以上,124
山梨県,女,60～64歳,160以上180未満,678
山梨県,女,60～64歳,140以上160未満,2601
山梨県,女,60～64歳,130以上140未満,2452
山梨県,女,60～64歳,120以上130未満,3173
山梨県,女,60～64歳,120未満,4924
長野県,女,60～64歳,180以上,153
長野県,女,60～64歳,160以上180未満,945
長野県,女,60～64歳,140以上160未満,4752
長野県,女,60～64歳,130以上140未満,6048
長野県,女,60～64歳,120以上130未満,8153
長野県,女,60～64歳,120未満,12284
岐阜県,女,60～64歳,180以上,161
岐阜県,女,60～64歳,160以上180未満,982
岐阜県,女,60～64歳,140以上160未満,4576
岐阜県,女,60～64歳,130以上140未満,5822
岐阜県,女,60～64歳,120以上130未満,7306
岐阜県,女,60～64歳,120未満,10425
静岡県,女,60～64歳,180以上,250
静岡県,女,60～64歳,160以上180未満,1427
静岡県,女,60～64歳,140以上160未満,7078
静岡県,女,60～64歳,130以上140未満,9012
静岡県,女,60～64歳,120以上130未満,14417
静岡県,女,60～64歳,120未満,20074
愛知県,女,60～64歳,180以上,564
愛知県,女,60～64歳,160以上180未満,3146
愛知県,女,60～64歳,140以上160未満,14229
愛知県,女,60～64歳,130以上140未満,17505
愛知県,女,60～64歳,120以上130未満,21777
愛知県,女,60～64歳,120未満,32519
三重県,女,60～64歳,180以上,173
三重県,女,60～64歳,160以上180未満,902
三重県,女,60～64歳,140以上160未満,4220
三重県,女,60～64歳,130以上140未満,4920
三重県,女,60～64歳,120以上130未満,6809
三重県,女,60～64歳,120未満,8818
滋賀県,女,60～64歳,180以上,144
滋賀県,女,60～64歳,160以上180未満,722
滋賀県,女,60～64歳,140以上160未満,3227
滋賀県,女,60～64歳,130以上140未満,3838
滋賀県,女,60～64歳,120以上130未満,5022
滋賀県,女,60～64歳,120未満,6857
京都府,女,60～64歳,180以上,165
京都府,女,60～64歳,160以上180未満,937
京都府,女,60～64歳,140以上160未満,4440
京都府,女,60～64歳,130以上140未満,5544
京都府,女,60～64歳,120以上130未満,7351
京都府,女,60～64歳,120未満,11488
大阪府,女,60～64歳,180以上,485
大阪府,女,60～64歳,160以上180未満,2842
大阪府,女,60～64歳,140以上160未満,13866
大阪府,女,60～64歳,130以上140未満,16830
大阪府,女,60～64歳,120以上130未満,22834
大阪府,女,60～64歳,120未満,36358
兵庫県,女,60～64歳,180以上,371
兵庫県,女,60～64歳,160以上180未満,2222
兵庫県,女,60～64歳,140以上160未満,9935
兵庫県,女,60～64歳,130以上140未満,12714
兵庫県,女,60～64歳,120以上130未満,16296
兵庫県,女,60～64歳,120未満,25082
奈良県,女,60～64歳,180以上,80
奈良県,女,60～64歳,160以上180未満,489
奈良県,女,60～64歳,140以上160未満,2379
奈良県,女,60～64歳,130以上140未満,2988
奈良県,女,60～64歳,120以上130未満,4399
奈良県,女,60～64歳,120未満,6180
和歌山県,女,60～64歳,180以上,82
和歌山県,女,60～64歳,160以上180未満,454
和歌山県,女,60～64歳,140以上160未満,2152
和歌山県,女,60～64歳,130以上140未満,2513
和歌山県,女,60～64歳,120以上130未満,2943
和歌山県,女,60～64歳,120未満,4258
鳥取県,女,60～64歳,180以上,80
鳥取県,女,60～64歳,160以上180未満,344
鳥取県,女,60～64歳,140以上160未満,1428
鳥取県,女,60～64歳,130以上140未満,1664
鳥取県,女,60～64歳,120以上130未満,1876
鳥取県,女,60～64歳,120未満,2441
島根県,女,60～64歳,180以上,62
島根県,女,60～64歳,160以上180未満,405
島根県,女,60～64歳,140以上160未満,1869
島根県,女,60～64歳,130以上140未満,2144
島根県,女,60～64歳,120以上130未満,2733
島根県,女,60～64歳,120未満,3635
岡山県,女,60～64歳,180以上,143
岡山県,女,60～64歳,160以上180未満,951
岡山県,女,60～64歳,140以上160未満,4066
岡山県,女,60～64歳,130以上140未満,4749
岡山県,女,60～64歳,120以上130未満,5889
岡山県,女,60～64歳,120未満,8341
広島県,女,60～64歳,180以上,190
広島県,女,60～64歳,160以上180未満,1097
広島県,女,60～64歳,140以上160未満,5144
広島県,女,60～64歳,130以上140未満,6272
広島県,女,60～64歳,120以上130未満,8094
広島県,女,60～64歳,120未満,12375
山口県,女,60～64歳,180以上,125
山口県,女,60～64歳,160以上180未満,686
山口県,女,60～64歳,140以上160未満,2879
山口県,女,60～64歳,130以上140未満,3408
山口県,女,60～64歳,120以上130未満,4283
山口県,女,60～64歳,120未満,5478
徳島県,女,60～64歳,180以上,51
徳島県,女,60～64歳,160以上180未満,324
徳島県,女,60～64歳,140以上160未満,1670
徳島県,女,60～64歳,130以上140未満,2061
徳島県,女,60～64歳,120以上130未満,2690
徳島県,女,60～64歳,120未満,3921
香川県,女,60～64歳,180以上,84
香川県,女,60～64歳,160以上180未満,459
香川県,女,60～64歳,140以上160未満,2249
香川県,女,60～64歳,130以上140未満,2573
香川県,女,60～64歳,120以上130未満,3446
香川県,女,60～64歳,120未満,4870
愛媛県,女,60～64歳,180以上,125
愛媛県,女,60～64歳,160以上180未満,730
愛媛県,女,60～64歳,140以上160未満,3270
愛媛県,女,60～64歳,130以上140未満,3598
愛媛県,女,60～64歳,120以上130未満,4469
愛媛県,女,60～64歳,120未満,6257
高知県,女,60～64歳,180以上,97
高知県,女,60～64歳,160以上180未満,390
高知県,女,60～64歳,140以上160未満,1736
高知県,女,60～64歳,130以上140未満,1711
高知県,女,60～64歳,120以上130未満,2559
高知県,女,60～64歳,120未満,3628
福岡県,女,60～64歳,180以上,353
福岡県,女,60～64歳,160以上180未満,1929
福岡県,女,60～64歳,140以上160未満,9131
福岡県,女,60～64歳,130以上140未満,10788
福岡県,女,60～64歳,120以上130未満,15656
福岡県,女,60～64歳,120未満,22254
佐賀県,女,60～64歳,180以上,51
佐賀県,女,60～64歳,160以上180未満,319
佐賀県,女,60～64歳,140以上160未満,1662
佐賀県,女,60～64歳,130以上140未満,2114
佐賀県,女,60～64歳,120以上130未満,3152
佐賀県,女,60～64歳,120未満,4372
長崎県,女,60～64歳,180以上,108
長崎県,女,60～64歳,160以上180未満,627
長崎県,女,60～64歳,140以上160未満,3290
長崎県,女,60～64歳,130以上140未満,4172
長崎県,女,60～64歳,120以上130未満,4775
長崎県,女,60～64歳,120未満,6033
熊本県,女,60～64歳,180以上,143
熊本県,女,60～64歳,160以上180未満,768
熊本県,女,60～64歳,140以上160未満,4023
熊本県,女,60～64歳,130以上140未満,4985
熊本県,女,60～64歳,120以上130未満,6818
熊本県,女,60～64歳,120未満,9377
大分県,女,60～64歳,180以上,76
大分県,女,60～64歳,160以上180未満,544
大分県,女,60～64歳,140以上160未満,2717
大分県,女,60～64歳,130以上140未満,3294
大分県,女,60～64歳,120以上130未満,4839
大分県,女,60～64歳,120未満,6154
宮崎県,女,60～64歳,180以上,101
宮崎県,女,60～64歳,160以上180未満,533
宮崎県,女,60～64歳,140以上160未満,2601
宮崎県,女,60～64歳,130以上140未満,3147
宮崎県,女,60～64歳,120以上130未満,3890
宮崎県,女,60～64歳,120未満,4710
鹿児島県,女,60～64歳,180以上,126
鹿児島県,女,60～64歳,160以上180未満,761
鹿児島県,女,60～64歳,140以上160未満,3865
鹿児島県,女,60～64歳,130以上140未満,4608
鹿児島県,女,60～64歳,120以上130未満,5936
鹿児島県,女,60～64歳,120未満,7826
沖縄県,女,60～64歳,180以上,114
沖縄県,女,60～64歳,160以上180未満,646
沖縄県,女,60～64歳,140以上160未満,3333
沖縄県,女,60～64歳,130以上140未満,3435
沖縄県,女,60～64歳,120以上130未満,4373
沖縄県,女,60～64歳,120未満,5708
北海道,女,65～69歳,180以上,431
北海道,女,65～69歳,160以上180未満,2460
北海道,女,65～69歳,140以上160未満,9811
北海道,女,65～69歳,130以上140未満,10097
北海道,女,65～69歳,120以上130未満,11265
北海道,女,65～69歳,120未満,11033
青森県,女,65～69歳,180以上,117
青森県,女,65～69歳,160以上180未満,731
青森県,女,65～69歳,140以上160未満,3710
青森県,女,65～69歳,130以上140未満,4369
青森県,女,65～69歳,120以上130未満,4670
青森県,女,65～69歳,120未満,4933
岩手県,女,65～69歳,180以上,169
岩手県,女,65～69歳,160以上180未満,1126
岩手県,女,65～69歳,140以上160未満,5015
岩手県,女,65～69歳,130以上140未満,4951
岩手県,女,65～69歳,120以上130未満,5302
岩手県,女,65～69歳,120未満,4800
宮城県,女,65～69歳,180以上,310
宮城県,女,65～69歳,160以上180未満,1774
宮城県,女,65～69歳,140以上160未満,7582
宮城県,女,65～69歳,130以上140未満,8933
宮城県,女,65～69歳,120以上130未満,8850
宮城県,女,65～69歳,120未満,9234
秋田県,女,65～69歳,180以上,144
秋田県,女,65～69歳,160以上180未満,813
秋田県,女,65～69歳,140以上160未満,3576
秋田県,女,65～69歳,130以上140未満,4014
秋田県,女,65～69歳,120以上130未満,4121
秋田県,女,65～69歳,120未満,3931
山形県,女,65～69歳,180以上,237
山形県,女,65～69歳,160以上180未満,1565
山形県,女,65～69歳,140以上160未満,5401
山形県,女,65～69歳,130以上140未満,4626
山形県,女,65～69歳,120以上130未満,4776
山形県,女,65～69歳,120未満,5139
福島県,女,65～69歳,180以上,190
福島県,女,65～69歳,160以上180未満,1261
福島県,女,65～69歳,140以上160未満,6390
福島県,女,65～69歳,130以上140未満,8011
福島県,女,65～69歳,120以上130未満,8102
福島県,女,65～69歳,120未満,7272
茨城県,女,65～69歳,180以上,248
茨城県,女,65～69歳,160以上180未満,1721
茨城県,女,65～69歳,140以上160未満,8053
茨城県,女,65～69歳,130以上140未満,8623
茨城県,女,65～69歳,120以上130未満,10055
茨城県,女,65～69歳,120未満,9582
栃木県,女,65～69歳,180以上,230
栃木県,女,65～69歳,160以上180未満,1341
栃木県,女,65～69歳,140以上160未満,5686
栃木県,女,65～69歳,130以上140未満,6163
栃木県,女,65～69歳,120以上130未満,6945
栃木県,女,65～69歳,120未満,6903
群馬県,女,65～69歳,180以上,291
群馬県,女,65～69歳,160以上180未満,1566
群馬県,女,65～69歳,140以上160未満,6565
群馬県,女,65～69歳,130以上140未満,6863
群馬県,女,65～69歳,120以上130未満,7271
群馬県,女,65～69歳,120未満,6255
埼玉県,女,65～69歳,180以上,823
埼玉県,女,65～69歳,160以上180未満,4515
埼玉県,女,65～69歳,140以上160未満,18657
埼玉県,女,65～69歳,130以上140未満,20779
埼玉県,女,65～69歳,120以上130未満,21818
埼玉県,女,65～69歳,120未満,21276
千葉県,女,65～69歳,180以上,696
千葉県,女,65～69歳,160以上180未満,3651
千葉県,女,65～69歳,140以上160未満,14860
千葉県,女,65～69歳,130以上140未満,17306
千葉県,女,65～69歳,120以上130未満,19468
千葉県,女,65～69歳,120未満,19196
東京都,女,65～69歳,180以上,1066
東京都,女,65～69歳,160以上180未満,5707
東京都,女,65～69歳,140以上160未満,27214
東京都,女,65～69歳,130以上140未満,35159
東京都,女,65～69歳,120以上130未満,39664
東京都,女,65～69歳,120未満,44029
神奈川県,女,65～69歳,180以上,666
神奈川県,女,65～69歳,160以上180未満,3641
神奈川県,女,65～69歳,140以上160未満,15908
神奈川県,女,65～69歳,130以上140未満,18542
神奈川県,女,65～69歳,120以上130未満,20578
神奈川県,女,65～69歳,120未満,23821
新潟県,女,65～69歳,180以上,182
新潟県,女,65～69歳,160以上180未満,1307
新潟県,女,65～69歳,140以上160未満,6491
新潟県,女,65～69歳,130以上140未満,7787
新潟県,女,65～69歳,120以上130未満,10111
新潟県,女,65～69歳,120未満,10539
富山県,女,65～69歳,180以上,115
富山県,女,65～69歳,160以上180未満,697
富山県,女,65～69歳,140以上160未満,3234
富山県,女,65～69歳,130以上140未満,3967
富山県,女,65～69歳,120以上130未満,3888
富山県,女,65～69歳,120未満,3906
石川県,女,65～69歳,180以上,147
石川県,女,65～69歳,160以上180未満,678
石川県,女,65～69歳,140以上160未満,3214
石川県,女,65～69歳,130以上140未満,3787
石川県,女,65～69歳,120以上130未満,4328
石川県,女,65～69歳,120未満,4189
福井県,女,65～69歳,180以上,103
福井県,女,65～69歳,160以上180未満,543
福井県,女,65～69歳,140以上160未満,2144
福井県,女,65～69歳,130以上140未満,2039
福井県,女,65～69歳,120以上130未満,2477
福井県,女,65～69歳,120未満,2642
山梨県,女,65～69歳,180以上,148
山梨県,女,65～69歳,160以上180未満,897
山梨県,女,65～69歳,140以上160未満,3280
山梨県,女,65～69歳,130以上140未満,2745
山梨県,女,65～69歳,120以上130未満,2997
山梨県,女,65～69歳,120未満,3891
長野県,女,65～69歳,180以上,208
長野県,女,65～69歳,160以上180未満,1258
長野県,女,65～69歳,140以上160未満,5961
長野県,女,65～69歳,130以上140未満,6999
長野県,女,65～69歳,120以上130未満,8364
長野県,女,65～69歳,120未満,9462
岐阜県,女,65～69歳,180以上,218
岐阜県,女,65～69歳,160以上180未満,1296
岐阜県,女,65～69歳,140以上160未満,5916
岐阜県,女,65～69歳,130以上140未満,6809
岐阜県,女,65～69歳,120以上130未満,7233
岐阜県,女,65～69歳,120未満,7228
静岡県,女,65～69歳,180以上,311
静岡県,女,65～69歳,160以上180未満,1978
静岡県,女,65～69歳,140以上160未満,8631
静岡県,女,65～69歳,130以上140未満,10704
静岡県,女,65～69歳,120以上130未満,13662
静岡県,女,65～69歳,120未満,13481
愛知県,女,65～69歳,180以上,819
愛知県,女,65～69歳,160以上180未満,4223
愛知県,女,65～69歳,140以上160未満,17674
愛知県,女,65～69歳,130以上140未満,18959
愛知県,女,65～69歳,120以上130未満,20114
愛知県,女,65～69歳,120未満,21023
三重県,女,65～69歳,180以上,231
三重県,女,65～69歳,160以上180未満,1299
三重県,女,65～69歳,140以上160未満,5691
三重県,女,65～69歳,130以上140未満,6184
三重県,女,65～69歳,120以上130未満,6843
三重県,女,65～69歳,120未満,6219
滋賀県,女,65～69歳,180以上,183
滋賀県,女,65～69歳,160以上180未満,942
滋賀県,女,65～69歳,140以上160未満,3947
滋賀県,女,65～69歳,130以上140未満,4078
滋賀県,女,65～69歳,120以上130未満,4494
滋賀県,女,65～69歳,120未満,4578
京都府,女,65～69歳,180以上,259
京都府,女,65～69歳,160以上180未満,1257
京都府,女,65～69歳,140以上160未満,5409
京都府,女,65～69歳,130以上140未満,5786
京都府,女,65～69歳,120以上130未満,6580
京都府,女,65～69歳,120未満,7318
大阪府,女,65～69歳,180以上,659
大阪府,女,65～69歳,160以上180未満,3800
大阪府,女,65～69歳,140以上160未満,16161
大阪府,女,65～69歳,130以上140未満,17308
大阪府,女,65～69歳,120以上130未満,19407
大阪府,女,65～69歳,120未満,22470
兵庫県,女,65～69歳,180以上,522
兵庫県,女,65～69歳,160以上180未満,3082
兵庫県,女,65～69歳,140以上160未満,12298
兵庫県,女,65～69歳,130以上140未満,13432
兵庫県,女,65～69歳,120以上130未満,14937
兵庫県,女,65～69歳,120未満,16855
奈良県,女,65～69歳,180以上,125
奈良県,女,65～69歳,160以上180未満,702
奈良県,女,65～69歳,140以上160未満,3248
奈良県,女,65～69歳,130以上140未満,3711
奈良県,女,65～69歳,120以上130未満,4345
奈良県,女,65～69歳,120未満,4439
和歌山県,女,65～69歳,180以上,105
和歌山県,女,65～69歳,160以上180未満,595
和歌山県,女,65～69歳,140以上160未満,2816
和歌山県,女,65～69歳,130以上140未満,2981
和歌山県,女,65～69歳,120以上130未満,3035
和歌山県,女,65～69歳,120未満,3033
鳥取県,女,65～69歳,180以上,86
鳥取県,女,65～69歳,160以上180未満,501
鳥取県,女,65～69歳,140以上160未満,1816
鳥取県,女,65～69歳,130以上140未満,1760
鳥取県,女,65～69歳,120以上130未満,1858
鳥取県,女,65～69歳,120未満,1763
島根県,女,65～69歳,180以上,91
島根県,女,65～69歳,160以上180未満,544
島根県,女,65～69歳,140以上160未満,2435
島根県,女,65～69歳,130以上140未満,2717
島根県,女,65～69歳,120以上130未満,2816
島根県,女,65～69歳,120未満,2786
岡山県,女,65～69歳,180以上,171
岡山県,女,65～69歳,160以上180未満,1241
岡山県,女,65～69歳,140以上160未満,5011
岡山県,女,65～69歳,130以上140未満,5132
岡山県,女,65～69歳,120以上130未満,5258
岡山県,女,65～69歳,120未満,5360
広島県,女,65～69歳,180以上,244
広島県,女,65～69歳,160以上180未満,1380
広島県,女,65～69歳,140以上160未満,5752
広島県,女,65～69歳,130以上140未満,6540
広島県,女,65～69歳,120以上130未満,7189
広島県,女,65～69歳,120未満,7967
山口県,女,65～69歳,180以上,177
山口県,女,65～69歳,160以上180未満,876
山口県,女,65～69歳,140以上160未満,3780
山口県,女,65～69歳,130以上140未満,4110
山口県,女,65～69歳,120以上130未満,4214
山口県,女,65～69歳,120未満,3973
徳島県,女,65～69歳,180以上,84
徳島県,女,65～69歳,160以上180未満,553
徳島県,女,65～69歳,140以上160未満,2418
徳島県,女,65～69歳,130以上140未満,2640
徳島県,女,65～69歳,120以上130未満,2884
徳島県,女,65～69歳,120未満,2958
香川県,女,65～69歳,180以上,137
香川県,女,65～69歳,160以上180未満,701
香川県,女,65～69歳,140以上160未満,3044
香川県,女,65～69歳,130以上140未満,3063
香川県,女,65～69歳,120以上130未満,3510
香川県,女,65～69歳,120未満,3782
愛媛県,女,65～69歳,180以上,191
愛媛県,女,65～69歳,160以上180未満,991
