都道府県,性別,年齢区分,下限値,上限値,人数
高知県,男性,40～44歳,35.0,40.0,178
高知県,男性,40～44歳,30.0,35.0,810
高知県,男性,40～44歳,25.0,30.0,3392
高知県,男性,40～44歳,20.0,25.0,6276
高知県,男性,40～44歳,18.5,20.0,856
高知県,男性,40～44歳,0.0,18.5,458
福岡県,男性,40～44歳,40.0,inf,420
福岡県,男性,40～44歳,35.0,40.0,1277
福岡県,男性,40～44歳,30.0,35.0,6018
福岡県,男性,40～44歳,25.0,30.0,25984
福岡県,男性,40～44歳,20.0,25.0,51782
福岡県,男性,40～44歳,18.5,20.0,6732
福岡県,男性,40～44歳,0.0,18.5,3087
佐賀県,男性,40～44歳,40.0,inf,54
佐賀県,男性,40～44歳,35.0,40.0,208
佐賀県,男性,40～44歳,30.0,35.0,969
佐賀県,男性,40～44歳,25.0,30.0,4013
佐賀県,男性,40～44歳,20.0,25.0,7714
佐賀県,男性,40～44歳,18.5,20.0,1091
佐賀県,男性,40～44歳,0.0,18.5,523
長崎県,男性,40～44歳,40.0,inf,97
長崎県,男性,40～44歳,35.0,40.0,285
長崎県,男性,40～44歳,30.0,35.0,1397
長崎県,男性,40～44歳,25.0,30.0,5766
長崎県,男性,40～44歳,20.0,25.0,10644
長崎県,男性,40～44歳,18.5,20.0,1388
長崎県,男性,40～44歳,0.0,18.5,592
熊本県,男性,40～44歳,40.0,inf,187
熊本県,男性,40～44歳,35.0,40.0,513
熊本県,男性,40～44歳,30.0,35.0,2317
熊本県,男性,40～44歳,25.0,30.0,9198
熊本県,男性,40～44歳,20.0,25.0,16333
熊本県,男性,40～44歳,18.5,20.0,2051
熊本県,男性,40～44歳,0.0,18.5,873
大分県,男性,40～44歳,40.0,inf,127
大分県,男性,40～44歳,35.0,40.0,334
大分県,男性,40～44歳,30.0,35.0,1578
大分県,男性,40～44歳,25.0,30.0,6208
大分県,男性,40～44歳,20.0,25.0,11098
大分県,男性,40～44歳,18.5,20.0,1349
大分県,男性,40～44歳,0.0,18.5,687
宮崎県,男性,40～44歳,40.0,inf,90
宮崎県,男性,40～44歳,35.0,40.0,266
宮崎県,男性,40～44歳,30.0,35.0,1389
宮崎県,男性,40～44歳,25.0,30.0,5417
宮崎県,男性,40～44歳,20.0,25.0,9836
宮崎県,男性,40～44歳,18.5,20.0,1187
宮崎県,男性,40～44歳,0.0,18.5,559
鹿児島県,男性,40～44歳,40.0,inf,116
鹿児島県,男性,40～44歳,35.0,40.0,450
鹿児島県,男性,40～44歳,30.0,35.0,1966
鹿児島県,男性,40～44歳,25.0,30.0,7747
鹿児島県,男性,40～44歳,20.0,25.0,13357
鹿児島県,男性,40～44歳,18.5,20.0,1688
鹿児島県,男性,40～44歳,0.0,18.5,738
沖縄県,男性,40～44歳,40.0,inf,218
沖縄県,男性,40～44歳,35.0,40.0,548
沖縄県,男性,40～44歳,30.0,35.0,2188
沖縄県,男性,40～44歳,25.0,30.0,8163
沖縄県,男性,40～44歳,20.0,25.0,11805
沖縄県,男性,40～44歳,18.5,20.0,1163
沖縄県,男性,40～44歳,0.0,18.5,481
北海道,男性,45～49歳,40.0,inf,577
北海道,男性,45～49歳,35.0,40.0,1965
北海道,男性,45～49歳,30.0,35.0,8651
北海道,男性,45～49歳,25.0,30.0,32557
北海道,男性,45～49歳,20.0,25.0,50469
北海道,男性,45～49歳,18.5,20.0,5279
北海道,男性,45～49歳,0.0,18.5,2181
青森県,男性,45～49歳,40.0,inf,142
青森県,男性,45～49歳,35.0,40.0,537
青森県,男性,45～49歳,30.0,35.0,2318
青森県,男性,45～49歳,25.0,30.0,8574
青森県,男性,45～49歳,20.0,25.0,12365
青森県,男性,45～49歳,18.5,20.0,1315
青森県,男性,45～49歳,0.0,18.5,528
岩手県,男性,45～49歳,40.0,inf,138
岩手県,男性,45～49歳,35.0,40.0,476
岩手県,男性,45～49歳,30.0,35.0,2399
岩手県,男性,45～49歳,25.0,30.0,8887
岩手県,男性,45～49歳,20.0,25.0,13668
岩手県,男性,45～49歳,18.5,20.0,1508
岩手県,男性,45～49歳,0.0,18.5,666
宮城県,男性,45～49歳,40.0,inf,265
宮城県,男性,45～49歳,35.0,40.0,942
宮城県,男性,45～49歳,30.0,35.0,4373
宮城県,男性,45～49歳,25.0,30.0,17747
宮城県,男性,45～49歳,20.0,25.0,28234
宮城県,男性,45～49歳,18.5,20.0,3134
宮城県,男性,45～49歳,0.0,18.5,1267
秋田県,男性,45～49歳,40.0,inf,117
秋田県,男性,45～49歳,35.0,40.0,305
秋田県,男性,45～49歳,30.0,35.0,1574
秋田県,男性,45～49歳,25.0,30.0,6483
秋田県,男性,45～49歳,20.0,25.0,9737
秋田県,男性,45～49歳,18.5,20.0,1027
秋田県,男性,45～49歳,0.0,18.5,483
山形県,男性,45～49歳,40.0,inf,102
山形県,男性,45～49歳,35.0,40.0,396
山形県,男性,45～49歳,30.0,35.0,1915
山形県,男性,45～49歳,25.0,30.0,7808
山形県,男性,45～49歳,20.0,25.0,13329
山形県,男性,45～49歳,18.5,20.0,1530
