都道府県,性別,年齢区分,下限値,上限値,人数
石川県,男性,55～59歳,150.0,300.0,4998
石川県,男性,55～59歳,0.0,150.0,15350
福井県,男性,55～59歳,300.0,inf,795
福井県,男性,55～59歳,150.0,300.0,3414
福井県,男性,55～59歳,0.0,150.0,10605
山梨県,男性,55～59歳,300.0,inf,816
山梨県,男性,55～59歳,150.0,300.0,3731
山梨県,男性,55～59歳,0.0,150.0,12733
長野県,男性,55～59歳,300.0,inf,1910
長野県,男性,55～59歳,150.0,300.0,9089
長野県,男性,55～59歳,0.0,150.0,30807
岐阜県,男性,55～59歳,300.0,inf,1857
岐阜県,男性,55～59歳,150.0,300.0,8780
岐阜県,男性,55～59歳,0.0,150.0,28290
静岡県,男性,55～59歳,300.0,inf,3222
静岡県,男性,55～59歳,150.0,300.0,15834
静岡県,男性,55～59歳,0.0,150.0,55787
愛知県,男性,55～59歳,300.0,inf,7267
愛知県,男性,55～59歳,150.0,300.0,35061
愛知県,男性,55～59歳,0.0,150.0,113489
三重県,男性,55～59歳,300.0,inf,1724
三重県,男性,55～59歳,150.0,300.0,7816
三重県,男性,55～59歳,0.0,150.0,26549
滋賀県,男性,55～59歳,300.0,inf,1315
滋賀県,男性,55～59歳,150.0,300.0,6112
滋賀県,男性,55～59歳,0.0,150.0,19030
京都府,男性,55～59歳,300.0,inf,2215
京都府,男性,55～59歳,150.0,300.0,9333
京都府,男性,55～59歳,0.0,150.0,31892
大阪府,男性,55～59歳,300.0,inf,7373
大阪府,男性,55～59歳,150.0,300.0,33029
大阪府,男性,55～59歳,0.0,150.0,108372
兵庫県,男性,55～59歳,300.0,inf,5034
兵庫県,男性,55～59歳,150.0,300.0,21716
兵庫県,男性,55～59歳,0.0,150.0,71745
奈良県,男性,55～59歳,300.0,inf,1025
奈良県,男性,55～59歳,150.0,300.0,4863
奈良県,男性,55～59歳,0.0,150.0,16656
和歌山県,男性,55～59歳,300.0,inf,904
和歌山県,男性,55～59歳,150.0,300.0,3555
和歌山県,男性,55～59歳,0.0,150.0,11013
鳥取県,男性,55～59歳,300.0,inf,496
鳥取県,男性,55～59歳,150.0,300.0,2098
鳥取県,男性,55～59歳,0.0,150.0,6708
島根県,男性,55～59歳,300.0,inf,565
島根県,男性,55～59歳,150.0,300.0,2607
島根県,男性,55～59歳,0.0,150.0,8806
岡山県,男性,55～59歳,300.0,inf,1712
岡山県,男性,55～59歳,150.0,300.0,7068
岡山県,男性,55～59歳,0.0,150.0,23268
広島県,男性,55～59歳,300.0,inf,2756
広島県,男性,55～59歳,150.0,300.0,11749
広島県,男性,55～59歳,0.0,150.0,35874
山口県,男性,55～59歳,300.0,inf,1128
山口県,男性,55～59歳,150.0,300.0,4885
山口県,男性,55～59歳,0.0,150.0,15875
徳島県,男性,55～59歳,300.0,inf,697
徳島県,男性,55～59歳,150.0,300.0,2732
徳島県,男性,55～59歳,0.0,150.0,8609
香川県,男性,55～59歳,300.0,inf,935
香川県,男性,55～59歳,150.0,300.0,3877
香川県,男性,55～59歳,0.0,150.0,11804
愛媛県,男性,55～59歳,300.0,inf,1259
愛媛県,男性,55～59歳,150.0,300.0,5320
愛媛県,男性,55～59歳,0.0,150.0,16896
高知県,男性,55～59歳,300.0,inf,742
高知県,男性,55～59歳,150.0,300.0,2520
高知県,男性,55～59歳,0.0,150.0,8002
福岡県,男性,55～59歳,300.0,inf,4388
福岡県,男性,55～59歳,150.0,300.0,18776
福岡県,男性,55～59歳,0.0,150.0,57076
佐賀県,男性,55～59歳,300.0,inf,666
佐賀県,男性,55～59歳,150.0,300.0,3085
佐賀県,男性,55～59歳,0.0,150.0,9878
長崎県,男性,55～59歳,300.0,inf,1064
長崎県,男性,55～59歳,150.0,300.0,4808
長崎県,男性,55～59歳,0.0,150.0,15758
熊本県,男性,55～59歳,300.0,inf,1632
熊本県,男性,55～59歳,150.0,300.0,6944
熊本県,男性,55～59歳,0.0,150.0,21203
大分県,男性,55～59歳,300.0,inf,928
大分県,男性,55～59歳,150.0,300.0,4339
大分県,男性,55～59歳,0.0,150.0,14542
宮崎県,男性,55～59歳,300.0,inf,988
宮崎県,男性,55～59歳,150.0,300.0,3771
宮崎県,男性,55～59歳,0.0,150.0,12636
鹿児島県,男性,55～59歳,300.0,inf,1451
鹿児島県,男性,55～59歳,150.0,300.0,6024
鹿児島県,男性,55～59歳,0.0,150.0,18917
沖縄県,男性,55～59歳,300.0,inf,1401
沖縄県,男性,55～59歳,150.0,300.0,5386
沖縄県,男性,55～59歳,0.0,150.0,14564
