都道府県,性別,年齢区分,下限値,上限値,人数
長崎県,男性,40～44歳,120.0,140.0,5061
長崎県,男性,40～44歳,100.0,120.0,4601
長崎県,男性,40～44歳,0.0,100.0,3918
熊本県,男性,40～44歳,180.0,inf,1629
熊本県,男性,40～44歳,160.0,180.0,2755
熊本県,男性,40～44歳,140.0,160.0,5639
熊本県,男性,40～44歳,120.0,140.0,7740
熊本県,男性,40～44歳,100.0,120.0,7146
熊本県,男性,40～44歳,0.0,100.0,6371
大分県,男性,40～44歳,180.0,inf,1346
大分県,男性,40～44歳,160.0,180.0,2174
大分県,男性,40～44歳,140.0,160.0,3929
大分県,男性,40～44歳,120.0,140.0,5239
大分県,男性,40～44歳,100.0,120.0,4823
大分県,男性,40～44歳,0.0,100.0,3856
宮崎県,男性,40～44歳,180.0,inf,902
宮崎県,男性,40～44歳,160.0,180.0,1608
宮崎県,男性,40～44歳,140.0,160.0,3239
宮崎県,男性,40～44歳,120.0,140.0,4579
宮崎県,男性,40～44歳,100.0,120.0,4473
宮崎県,男性,40～44歳,0.0,100.0,3932
鹿児島県,男性,40～44歳,180.0,inf,1551
鹿児島県,男性,40～44歳,160.0,180.0,2451
鹿児島県,男性,40～44歳,140.0,160.0,4691
鹿児島県,男性,40～44歳,120.0,140.0,6425
鹿児島県,男性,40～44歳,100.0,120.0,5927
鹿児島県,男性,40～44歳,0.0,100.0,5001
沖縄県,男性,40～44歳,180.0,inf,1508
沖縄県,男性,40～44歳,160.0,180.0,2367
沖縄県,男性,40～44歳,140.0,160.0,4277
沖縄県,男性,40～44歳,120.0,140.0,5905
沖縄県,男性,40～44歳,100.0,120.0,5439
沖縄県,男性,40～44歳,0.0,100.0,4674
北海道,男性,45～49歳,180.0,inf,6298
北海道,男性,45～49歳,160.0,180.0,10326
北海道,男性,45～49歳,140.0,160.0,18896
北海道,男性,45～49歳,120.0,140.0,24929
北海道,男性,45～49歳,100.0,120.0,22293
北海道,男性,45～49歳,0.0,100.0,18216
青森県,男性,45～49歳,180.0,inf,1735
青森県,男性,45～49歳,160.0,180.0,2675
青森県,男性,45～49歳,140.0,160.0,4923
青森県,男性,45～49歳,120.0,140.0,6182
青森県,男性,45～49歳,100.0,120.0,5758
青森県,男性,45～49歳,0.0,100.0,4453
岩手県,男性,45～49歳,180.0,inf,1437
岩手県,男性,45～49歳,160.0,180.0,2464
岩手県,男性,45～49歳,140.0,160.0,4718
岩手県,男性,45～49歳,120.0,140.0,6766
岩手県,男性,45～49歳,100.0,120.0,6576
岩手県,男性,45～49歳,0.0,100.0,5742
宮城県,男性,45～49歳,180.0,inf,3382
宮城県,男性,45～49歳,160.0,180.0,5529
宮城県,男性,45～49歳,140.0,160.0,10325
宮城県,男性,45～49歳,120.0,140.0,13886
宮城県,男性,45～49歳,100.0,120.0,12547
宮城県,男性,45～49歳,0.0,100.0,10169
秋田県,男性,45～49歳,180.0,inf,1022
秋田県,男性,45～49歳,160.0,180.0,1775
秋田県,男性,45～49歳,140.0,160.0,3483
秋田県,男性,45～49歳,120.0,140.0,4825
秋田県,男性,45～49歳,100.0,120.0,4516
秋田県,男性,45～49歳,0.0,100.0,4027
山形県,男性,45～49歳,180.0,inf,1534
山形県,男性,45～49歳,160.0,180.0,2384
山形県,男性,45～49歳,140.0,160.0,4743
山形県,男性,45～49歳,120.0,140.0,6440
山形県,男性,45～49歳,100.0,120.0,5757
山形県,男性,45～49歳,0.0,100.0,4729
福島県,男性,45～49歳,180.0,inf,2333
福島県,男性,45～49歳,160.0,180.0,3873
福島県,男性,45～49歳,140.0,160.0,7377
